before_file,before_group,before_start,before_end,before_th_mean,before_th_std,before_speed,before_voltage,before_sp_max,before_acc_max,before_current,before_rpm_mean,before_rpm_min,before_motor_top_pct,before_motor_bottom_pct,before_shake_err_roll,before_shake_err_pitch,before_shake_err_yaw,before_shake_gyro_roll,before_shake_gyro_pitch,before_shake_gyro_yaw,before_shake_sp_roll,before_shake_sp_pitch,before_shake_sp_yaw,before_high_gyro_roll,before_high_gyro_pitch,before_high_gyro_yaw,before_high_raw_roll,before_high_raw_pitch,before_high_raw_yaw,before_high_D_roll,before_high_D_pitch,before_D_roll,before_D_pitch,before_shake_combined,before_shake_peak,before_shake_peak_t,before_shake_time_gt8,before_raw_hf,before_gyro_hf,before_D_hf,before_motor1_rpm,before_motor2_rpm,before_motor3_rpm,before_motor4_rpm,today_file,today_group,today_start,today_end,today_th_mean,today_th_std,today_speed,today_voltage,today_sp_max,today_acc_max,today_current,today_rpm_mean,today_rpm_min,today_motor_top_pct,today_motor_bottom_pct,today_shake_err_roll,today_shake_err_pitch,today_shake_err_yaw,today_shake_gyro_roll,today_shake_gyro_pitch,today_shake_gyro_yaw,today_shake_sp_roll,today_shake_sp_pitch,today_shake_sp_yaw,today_high_gyro_roll,today_high_gyro_pitch,today_high_gyro_yaw,today_high_raw_roll,today_high_raw_pitch,today_high_raw_yaw,today_high_D_roll,today_high_D_pitch,today_D_roll,today_D_pitch,today_shake_combined,today_shake_peak,today_shake_peak_t,today_shake_time_gt8,today_raw_hf,today_gyro_hf,today_D_hf,today_motor1_rpm,today_motor2_rpm,today_motor3_rpm,today_motor4_rpm
LOG00008,Idle 35,82.5,83.0,46.775936883629186,2.738895971727535,19.79159345670481,23.251676528599607,98.0,3.407611154994893,11.304852071005916,18057.671174978866,15200.0,0.0,0.0,2.945792406128027,2.93681355373831,1.3173645617305858,3.580939988190187,3.5916552255018255,1.542722617715148,2.0365588221678523,2.179593486113199,0.7619648160468367,0.3810673239056481,0.5758848843757101,0.35555408421514945,3.2492428542429064,3.2378455251001257,8.340180130167893,1.6344956781319357,3.2975705845183327,7.503845168158276,8.985633942967072,2.941306406124886,5.288776292270122,82.500609,0.0,5.4954474301888245,0.44843223650220587,2.602455367697259,17119.38574246267,18523.35869258946,16958.157227387994,19629.783037475347,LOG00006,Idle 35,30.5,31.0,46.34773175542407,1.886391048120058,23.41907862974681,22.660552268244572,67.0,3.3585634537666076,10.923293885601577,17652.148492533102,12214.285714285714,0.0,0.0,6.765953852477373,11.891590726321256,2.316251586634753,7.347683950974361,11.918494962443535,2.2960153011261446,1.9171935221404628,0.7433272571567385,0.8346398854698197,0.7316355333352671,0.760625035978391,0.5335725793589555,2.608534219462385,3.017674225881994,4.476819600208788,3.8525334979269514,4.762783006220527,20.501407081166217,29.69121161787235,9.674400796333149,19.279513785461535,30.644343,0.6232741617357002,3.461826215572368,0.682773924624073,4.331634582752354,18238.010707241472,17086.024232178082,17066.97661313046,18217.582417582416
LOG00008,Idle 35,85.5,86.0,22.20375494071146,7.290513472378614,16.654381688184024,23.458241106719367,43.0,1.773511036427963,3.806501976284585,9556.655844155845,4185.714285714285,0.0,0.0,3.531695646833468,3.0565873335498286,1.1819770172213722,3.702274948644297,3.038267623985838,1.2168616987911336,2.3810785214896755,1.2978534277789033,0.5563621088445712,0.6681810419150735,0.6121267250277809,0.46444324389901454,4.736443747218377,4.29319255336543,4.3840643272724735,3.4195630409714513,3.5410047193002065,8.533357007542918,9.091758853565322,3.302695888927689,11.27984635870432,85.999053,0.03162055335968379,4.475318301398589,0.587898108822549,3.480813540918577,7705.477131564088,11409.627329192548,8211.095426312819,10900.423489553923,LOG00006,Idle 35,7.5,8.0,20.278458498023713,8.091042624180231,24.734686749654227,23.064031620553358,87.0,1.6753391491877176,3.1115415019762844,8624.308300395256,4228.571428571428,0.0,0.0,2.97387671689581,2.345925225491532,0.7392632294390139,3.514813403335364,2.267083820168348,1.2312863184503438,2.5622935676633922,1.6455369947729903,1.1796149064297208,0.3020802245354994,0.5235848547097718,0.28457365820783526,2.525402360514009,3.7465086227799724,2.29338145110587,1.2082311786534847,3.1407538085280113,7.45049538104178,10.907715657715194,2.6783677763604934,3.8460744121776034,7.516606,0.0,2.925382164397835,0.38573554372681296,2.379512246958775,7345.652173913043,9449.068322981368,8618.435911914172,9084.076792772443
LOG00008,Idle 35,92.0,92.5,34.22899408284023,4.78065294472149,36.13203309645354,23.364773175542403,119.0,2.5354546369866373,6.259368836291913,14364.095519864752,7142.857142857143,0.0,0.0,2.7245125567594575,2.362291396068658,1.1702793758174355,3.8111741632375775,2.368034998263066,1.640532874716206,2.737559366722845,1.314367439424457,1.3013156424578765,0.6978369614855775,0.7443420830350639,0.5251477698674876,5.183890336057474,8.851884829746952,8.90115783929349,3.766003402515134,4.168060029059832,8.325005700965288,8.32382100091219,2.5498420845103307,3.5338366332935407,92.499789,0.0,7.841326310758708,0.6625208780582433,3.972121979093909,9906.48069878839,15440.772048464356,16047.957171034093,16061.17216117216,LOG00006,Idle 35,19.0,19.5,37.19368836291913,2.1629294742944984,45.87715971566747,22.69319526627219,152.0,2.5986103342167137,6.750276134122287,15003.071287686673,9528.57142857143,0.0,0.0,1.7783631609646777,1.5526225407764243,1.0675315272526211,1.9401739052041147,1.4756919234733816,1.3359228514740815,1.2721969223814074,0.5522227249469849,1.4610390913424323,0.4244882352329631,0.5249254040501895,0.32237958387960325,3.565433831210198,3.848063893492555,5.697226388213017,2.1906971259675623,2.9153388324858502,6.441360435525637,5.842947838867959,1.6693130752503138,2.4636199312786213,19.398348,0.0,4.471327269454042,0.431920339017446,2.5785998532074053,13443.899690053537,16431.36094674556,15140.884756269372,14996.13975767822
LOG00008,Idle 35,95.5,96.0,33.26903353057199,6.055327389639629,49.76466541812762,23.13846153846154,138.0,3.345636530812997,6.1091518737672565,13884.495632572554,9500.0,0.0,0.0,8.535843685908072,6.857377343994239,1.7975688266185075,9.467096122998129,6.60343063567047,1.8838599285547235,2.9978566753682916,2.169288313965442,1.3178208085580125,0.9979952574136197,0.853320788402634,0.5547643539132803,5.619643039494142,5.628972711833666,5.711260497939625,5.610925338641066,5.443358573969419,26.08081810408377,17.349749470989902,7.742230023326037,11.37973078480791,95.759509,0.45956607495069035,5.653441965069557,0.822985295557782,5.527776936554638,12823.020569174416,14343.702451394758,13026.176387714848,15345.083122006201,LOG00006,Idle 35,23.0,23.5,33.68836291913215,6.907386970183708,49.963780186226906,22.722445759368835,97.0,1.7189373261064969,6.747100591715975,13453.26852634545,5057.142857142857,0.0,0.0,2.8116182167648116,1.0714070382562069,1.6946675057904108,3.954181434979218,1.0900841554079266,3.4453129388173127,2.387394009948445,0.6282641412722508,2.863470554272682,0.29334101710146854,0.49578203814990224,0.27653926242709387,2.7523331122852137,4.230805231589545,5.248239924610734,1.0737063433296963,2.781559486472628,9.594747083567817,4.289108264446353,2.1275702148776037,4.594941204453743,23.112229,0.0,4.203929620997682,0.36892761048292216,2.108307198736975,12792.78670047901,14464.58157227388,12481.93857424627,14073.767258382642
LOG00008,Idle 35,103.0,103.5,35.45632411067194,19.245180330006733,75.57065487326534,22.639288537549408,125.0,7.144956814880348,6.202509881422925,14853.832580463015,6571.428571428572,0.0,0.0,5.034097837043213,5.487934639115268,1.2398665663233774,5.4593122375600664,6.936387305487511,1.491201684557159,3.03441497932313,4.878830150776632,1.287288287904244,0.4069472634079098,0.8054954010339209,0.36300297260947273,3.433891086352068,7.913444224742606,4.616905422647577,1.6121828860592424,4.0482442166287775,10.320745446006544,18.20632735428058,5.265907691752882,18.441877425639984,103.000976,0.2015810276679842,5.648894380694122,0.5616048653651122,3.0811860456300466,13295.962732919254,16004.630152456239,14767.193675889328,15347.54376058724,LOG00006,Idle 35,33.5,34.0,34.26114398422091,14.643129167886036,71.45325455610445,22.518954635108482,87.0,3.0905416402191688,6.245542406311636,14183.009298393914,6928.571428571428,0.0,0.0,0.9944610682876195,1.4194681856796034,0.8749014865532044,1.141765924101477,1.556934975746021,1.0010253807919767,0.8266661009051869,0.6458268740306501,0.6810885943171944,0.34253147400852035,0.4405850067925581,0.2943618416410032,3.2009400401324997,4.830172586672766,3.9629527127499324,1.2903711792738124,2.300809861082354,3.4814243610703426,4.536288049740334,1.2255290177095561,2.3454278175991483,33.571613,0.0,4.053047353990188,0.36427638440755894,1.8653128152074503,13527.19075795999,15256.804733727811,12435.362073823611,15512.679628064243
LOG00008,Idle 35,104.5,105.0,21.09250493096647,11.797347971858244,34.96908016667502,23.01027613412229,94.0,2.109904413544036,4.334378698224851,9056.255283178361,3428.5714285714284,0.0,0.0,6.334042174275184,3.270319134132035,1.1221955515910895,6.008707163905277,3.6205435516457536,1.4762652651992803,1.8200024035400684,1.0465443443268725,0.9545605823354432,0.4925787246648496,0.8047614315734953,0.48033073664082176,3.5413299586698943,5.7907309118755785,4.170526455136687,2.580066716774102,4.769734208411589,14.556832782944628,11.448280061686502,5.040589127501209,10.585697572542118,104.956336,0.28994082840236685,4.599524369719086,0.6112807260996064,3.8345213965954894,7227.190757959989,11564.58157227388,7475.8805297266845,9957.368272752889,LOG00006,Idle 35,64.5,65.0,22.35147928994083,13.454080453497243,27.678925048750685,22.389881656804736,76.0,3.048568880739219,4.055285996055226,9787.616229923922,3242.8571428571427,0.0,0.0,2.880030380435538,2.265575147068496,0.6610242134774893,3.0365639351056672,2.290375763297877,0.8493800060985588,2.081578592308989,1.568230405223915,0.4615313925443426,0.5516276736659592,0.7340383527090403,0.39834613986196726,3.1766975600584244,4.425873963029679,3.8012013932410893,2.545070401038786,4.131061672351898,8.470624492322914,8.715421956604098,2.5910814093005747,3.8069009732965973,64.994052,0.0,3.835313970488953,0.5778653363154341,3.4309658907528204,8583.741899126515,10342.321780783319,9498.703860242322,10725.697379543533
LOG00008,Idle 35,106.5,107.0,30.811242603550298,9.93012330986041,55.13279510137515,22.913925049309665,14.0,2.8168900030704416,4.032958579881657,13595.548041701886,6600.0,0.0,0.0,1.1540260214387756,1.231416066311814,0.5131183769145587,0.8760579783547184,1.0176936483146102,0.48405975713923494,0.8670062208573761,0.5166548261431364,0.15506600328108708,0.44979552076711543,0.5973210893833364,0.42740135731696316,4.2522758303116985,5.774714979624133,5.92947968396443,2.0442543929676034,3.317683785766183,3.028138908066855,5.127179384594867,1.1933485631886167,3.1223044535212034,106.999521,0.0,5.372395870109083,0.4972525899247581,2.755540031055907,13594.899971823048,14062.299239222317,12153.141730064805,14571.851225697379,LOG00006,Idle 35,36.5,37.0,34.11086956521739,9.309191579318643,53.06321151402105,22.51100790513834,44.0,2.291743040257162,6.508221343873518,13745.800395256916,8514.285714285714,0.0,0.0,1.8291374509239877,0.887989766002555,0.6190152487300421,1.8469679819997513,0.9796894760849154,0.6184303581245394,1.1817615503886982,0.5064826015155376,0.0026135402949868107,0.3797252600099937,0.48058225997484133,0.25795641372529843,4.55525876923806,4.527167212531077,4.238618751618687,1.541116802056786,2.7078772497949983,5.329090868634725,4.242873588098634,1.437753393127273,2.4500611850867537,36.637999,0.0,4.442653649434844,0.3837065254740921,2.203138692585995,13884.613212874083,14089.299830604179,11816.826651609259,15192.461885940147
LOG00008,Idle 35,107.5,108.0,37.17001972386588,2.43148492377029,58.57894580032093,22.908382642998028,45.0,1.5788546848701053,7.019408284023669,15117.765567765568,11800.0,0.0,0.0,2.600736225043187,1.9557079714843348,0.9958571202023989,3.1702044974036254,2.186859337527729,1.0804991255144978,2.235037595162723,1.7113739881215895,0.9377770958205157,0.41804209839597495,0.6435578857255777,0.3420390774010123,3.5214429934006084,5.823915390349646,6.692817988030265,1.993879895512049,4.052492380037133,5.204117623256261,6.210952977090487,2.3009370462899743,4.173427791680482,107.604292,0.0,5.510969783096958,0.48508304401762736,3.1936070146455227,14652.07100591716,15962.806424344884,13823.386869540716,16032.79797125951,LOG00006,Idle 35,42.0,42.5,34.64299802761341,3.8618762348436997,58.14428369371001,22.5192899408284,40.0,1.9016643462416287,5.67240631163708,14179.635108481263,10985.714285714286,0.0,0.0,1.0747324700197125,1.0024017711261122,0.5628250036649041,1.182917925988041,1.073036167381845,0.5628370369696896,0.3627740128005614,0.46686260612021907,0.0001007074947708,0.325406387572065,0.3781708546258049,0.24483014827773522,3.894306419401664,3.767863181009838,5.324017598174387,1.2738065327379768,1.7984406767830021,3.3682588458816465,5.760335022034305,1.0391966110586195,1.6266686249405609,42.087045,0.0,4.385870450460705,0.32085527052281715,1.5583600275215044,13911.947027331644,14649.73231896309,12676.472245703013,15480.388841927304
LOG00008,Idle 35,108.0,108.5,39.50256916996048,2.362899446574617,66.50821316049391,22.977114624505933,84.0,1.9855788176355758,8.017450592885377,15738.474025974027,12428.57142857143,0.0,0.0,1.7533950244710463,1.3636838988957674,1.0214539133467064,2.2186473451714543,1.449980172813971,1.5389116281639745,1.5270659711651662,0.8677682394604809,1.6878388409898504,0.38109011442600926,0.44462533933065623,0.3089484288888579,3.559461309834829,4.7045873705095955,7.062426083685482,1.7184204052744758,2.497583082233191,4.798921156757496,5.303813230366308,1.5706730862829765,2.8477138401428395,108.46656,0.0,5.312901571661527,0.38226103620476576,2.1436988993234496,14218.915866741954,17376.08695652174,15427.131564088084,15931.761716544326,LOG00006,Idle 35,33.0,33.5,41.55502958579882,6.415844949750814,63.312032434167484,22.683767258382648,100.0,2.726472476030499,9.101420118343196,15959.48154409693,11942.857142857143,0.0,0.0,3.030775997430189,1.7358893411717127,0.9635238840163687,3.263616578066341,1.8538616688372354,1.1429189034960017,1.7037082856424526,1.1112504006792856,1.0247944333196775,0.3545057535621432,0.45273815690174407,0.27365316923570737,2.3429561887320007,2.927762338799605,5.756706617769785,1.3440038870676467,2.397278460528061,10.964709392911693,6.652252662311821,2.4697079737686116,5.179895456018478,33.377248,0.0,3.966564722690797,0.36766480434230586,1.9433592650054101,16072.386587771203,16412.876866723018,13884.446322907861,17468.21639898563
LOG00008,Idle 35,108.5,109.0,35.38323471400395,2.4756197777849147,65.79201927519772,22.846272189349108,90.0,2.159539298446978,6.764930966469428,14361.644125105662,8514.285714285714,0.0,0.0,2.8546045068500767,2.047193527496177,1.5383751468255322,3.7154137817193766,2.117926248021494,2.1183920056819705,2.7044658899650704,1.4828538147612496,2.4452116547251475,0.518721777175098,0.5490186718645557,0.44969988168342456,5.815736841272632,5.98177760492573,9.997106774302903,2.8092505767867526,3.111575937076901,7.213427103117637,6.912384906004395,2.4839251427479665,3.5649537274526693,108.606654,0.0,7.517681428440106,0.5075180679075044,2.964270029482191,10541.448295294449,16626.542688081146,16673.51366582136,13605.071851225697,LOG00006,Idle 35,37.5,38.0,32.92445759368836,2.523700957005614,63.41624164758769,22.54560157790927,42.0,1.483425840786426,5.6577120315581855,13588.539025077485,10900.0,0.0,0.0,1.880867781257403,1.3314717263266058,0.5900876658683449,2.322182380015923,1.670107248416728,0.6170612857788084,1.4474627670319131,1.0005885968482953,0.356648992909821,0.30365292943214656,0.33934528566644306,0.24749203325234234,5.4477059243115615,3.5325879254536336,4.975908224852635,1.1193235852419832,1.6536742104938067,4.807128172030304,6.657291237975017,1.6294908052178905,2.564255172873358,37.791355,0.0,4.722864242208539,0.2992282467616444,1.412006317785313,12948.492533107916,14379.853479853478,12372.471118624964,14653.338968723585
