elapsed_s,loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3]
254.963802,1033704,344965523,-1,-19,20,4,-14,47,1,-4,0,0,-51,1,1,167,1000,1,1,121,0,2183,277,-172,527,1,10,109,-2,5,108,-26,39,817,185,378,258,335,240,638,575,356
254.964789,1033708,344966510,0,-18,18,4,-14,47,4,-3,0,0,-56,1,1,146,1000,1,1,120,0,2211,277,-172,527,1,10,109,1,10,104,-10,28,828,183,352,249,343,242,648,577,361
254.965776,1033712,344967497,0,-18,16,4,-15,48,4,-3,0,0,-62,1,1,146,1000,1,1,117,0,2211,277,-172,527,1,10,108,-1,8,104,4,13,833,179,319,216,340,246,636,560,361
254.966762,1033716,344968483,0,-17,14,4,-15,48,4,0,0,0,-68,1,1,146,1000,1,1,114,0,2211,277,-172,527,0,10,107,0,12,105,16,-4,847,177,275,181,328,244,644,568,363
254.967749,1033720,344969470,0,-17,11,4,-16,48,2,1,0,0,-74,1,1,146,1000,1,1,110,0,2211,192,-214,527,1,10,106,2,14,100,23,-25,845,210,273,178,352,241,629,545,369
254.968736,1033724,344970457,1,-17,9,4,-16,48,3,1,0,0,-79,1,1,146,1000,1,1,108,0,2211,192,-214,527,0,10,104,-3,9,98,33,-56,858,225,263,175,376,242,628,545,372
254.969725,1033728,344971446,2,-17,7,4,-16,49,5,0,0,0,-82,1,1,146,1000,1,1,106,0,2211,192,-214,527,0,10,102,2,11,93,28,-100,838,240,267,179,405,241,617,536,373
254.970709,1033732,344972430,2,-17,7,4,-17,49,5,-2,0,0,-85,1,1,111,1000,1,1,104,0,2211,192,-214,527,-1,10,100,-5,5,93,44,-78,848,246,268,174,420,247,607,528,377
254.971696,1033736,344973417,3,-17,6,4,-17,49,5,-1,0,0,-90,1,1,111,1000,1,1,100,0,2211,192,-214,527,-1,10,97,-1,8,89,65,-132,823,251,250,166,424,248,581,514,374
254.972682,1033740,344974403,3,-15,5,4,-18,49,5,3,0,0,-95,1,1,111,1000,1,1,95,0,2211,192,-214,527,-1,9,94,-3,7,85,111,-107,835,269,222,162,426,249,589,498,410
254.973669,1033744,344975390,4,-14,2,4,-18,49,6,7,0,0,-100,1,1,111,1000,1,1,90,0,2211,192,-214,527,-2,8,91,-4,8,83,101,-141,818,292,200,159,439,248,592,498,414
254.974656,1033748,344976377,4,-14,0,4,-18,49,6,5,0,0,-105,1,1,111,1000,1,1,85,0,2211,192,-214,527,-2,9,87,-1,12,82,110,-154,819,309,201,150,468,250,570,482,414
254.975642,1033752,344977363,5,-14,-2,4,-18,49,5,4,0,0,-109,1,1,111,1000,1,1,81,0,2211,192,-214,527,-2,8,84,-3,8,73,121,-146,820,327,198,144,488,253,556,478,430
254.976629,1033756,344978350,5,-14,-3,5,-19,49,4,2,0,0,-112,1,1,111,1000,1,1,78,0,2211,192,-214,527,-2,9,81,-1,8,70,121,-146,820,333,200,132,502,263,554,462,416
254.977616,1033760,344979337,4,-14,-2,5,-19,49,3,2,0,0,-114,1,1,67,1000,1,1,76,0,2211,192,-214,526,-2,9,77,-1,6,67,105,-184,807,323,185,108,493,268,534,459,434
254.978602,1033764,344980323,5,-11,-2,5,-19,49,3,5,0,0,-114,1,1,67,1000,1,1,72,0,2211,192,-214,526,-2,7,73,-4,1,60,129,-147,793,292,127,75,442,281,528,452,429
254.979589,1033768,344981310,5,-11,-2,5,-20,48,3,9,0,0,-114,1,1,67,1000,1,1,66,0,2211,192,-214,526,-2,7,69,-3,5,59,132,-208,777,270,83,48,404,283,519,437,452
254.980575,1033772,344982296,4,-9,-4,5,-20,48,0,12,0,0,-113,1,1,67,1000,1,1,60,0,2211,192,-214,526,-2,5,64,0,4,51,141,-185,765,284,78,48,390,288,497,419,453
254.981562,1033776,344983283,5,-8,-5,5,-20,48,0,12,0,0,-112,1,1,67,1000,1,1,55,0,2211,192,-214,526,-2,5,60,-2,7,46,139,-204,766,285,72,48,389,292,493,410,463
254.982549,1033780,344984270,3,-9,-6,5,-20,48,-1,9,0,0,-111,1,1,67,1000,1,1,50,0,2211,192,-214,526,-1,5,55,-1,7,45,156,-221,754,297,99,48,404,296,484,401,463
254.983536,1033784,344985257,3,-9,-5,5,-20,48,-3,6,0,0,-111,1,1,67,1000,1,1,47,0,2211,192,-214,526,-1,5,50,0,2,39,158,-233,744,302,121,48,415,296,466,382,470
254.984522,1033788,344986243,2,-8,-4,5,-20,48,-4,5,0,0,-110,1,1,16,1000,1,1,44,0,2212,192,-214,525,-1,5,46,-1,2,35,159,-253,727,301,126,48,405,299,448,366,467
254.985509,1033792,344987230,2,-6,-3,5,-21,47,-4,8,0,0,-108,1,1,16,1000,1,1,39,0,2212,192,-214,525,-1,4,41,0,1,31,172,-258,719,290,109,48,375,299,436,344,467
254.986538,1033796,344988259,1,-4,-4,5,-21,47,-5,12,0,0,-104,1,1,16,1000,1,1,33,0,2212,192,-214,525,0,3,38,2,0,29,149,-265,709,285,88,48,342,311,427,340,475
254.987482,1033800,344989203,1,-2,-6,5,-21,47,-5,14,0,0,-101,1,1,16,1000,1,1,27,0,2212,30,-214,525,0,2,33,3,2,23,133,-250,699,286,83,48,326,311,413,330,479
254.988469,1033804,344990190,1,-2,-8,5,-21,47,-5,14,0,0,-98,1,1,16,1000,1,1,22,0,2212,30,-214,525,0,1,30,1,2,22,142,-278,685,281,76,48,319,314,399,318,481
254.989456,1033808,344991177,-1,-2,-10,5,-21,46,-6,12,0,0,-96,1,1,16,1000,1,1,18,0,2212,30,-214,525,1,2,27,2,0,21,139,-263,661,291,95,48,331,319,393,309,484
254.990442,1033812,344992163,-2,-2,-11,5,-21,46,-8,7,0,0,-94,1,1,0,1000,1,1,15,0,2212,30,-214,524,2,2,23,2,1,13,137,-260,642,301,127,48,348,323,387,301,482
254.991429,1033816,344993150,-3,0,-11,5,-21,45,-9,8,0,0,-85,1,1,0,1000,1,1,12,0,2212,30,-214,524,2,1,21,3,-2,15,147,-258,637,275,124,48,302,314,361,294,475
254.992415,1033820,344994136,-2,2,-12,5,-21,45,-7,12,0,0,-67,1,1,0,1000,1,1,10,0,2212,30,-214,524,2,-1,18,3,-3,14,136,-235,625,199,94,48,211,325,360,284,478
254.993402,1033824,344995123,-3,1,-12,5,-21,45,-6,10,0,0,-46,1,1,0,1000,1,1,7,0,2212,30,-214,524,3,0,15,2,-2,8,156,-271,616,117,103,48,136,325,342,279,470
254.994389,1033828,344996110,-4,3,-12,5,-21,44,-8,11,0,0,-26,1,1,0,1000,1,1,5,0,2212,30,-214,524,3,-1,14,4,-5,7,144,-266,611,59,111,57,59,320,350,265,475
254.995375,1033832,344997096,-5,4,-12,5,-21,44,-7,11,0,0,-10,1,1,0,1000,1,1,3,0,2212,30,-214,524,3,-2,11,6,-1,8,102,-246,601,86,198,146,83,321,331,260,466
254.996364,1033836,344998085,-5,5,-11,5,-21,43,-7,10,0,0,3,1,1,0,1000,1,1,2,0,2212,30,-214,524,4,-2,9,6,-2,7,124,-223,604,112,270,221,107,314,328,256,459
254.997349,1033840,344999070,-6,5,-10,5,-21,43,-7,11,0,0,12,1,1,0,1000,1,1,1,0,2212,30,-214,523,4,-3,8,7,-5,8,124,-223,604,139,327,280,128,305,328,250,449
254.998335,1033844,345000056,-7,6,-10,5,-20,43,-8,10,0,0,16,1,1,0,1000,1,1,1,0,2212,30,-214,523,5,-3,8,5,-4,13,104,-194,590,167,365,311,143,300,323,250,430
254.999322,1033848,345001043,-7,7,-11,5,-20,42,-7,11,0,0,15,1,1,0,1000,1,1,1,0,2212,30,-214,523,5,-4,9,5,-5,15,62,-150,566,189,371,327,159,293,328,245,417
255.000309,1033852,345002030,-8,8,-12,4,-20,42,-7,11,0,0,12,1,1,0,1000,1,1,0,0,2212,30,-214,523,5,-4,10,4,-6,18,53,-130,552,184,351,305,152,299,339,260,417
255.001295,1033856,345003016,-7,7,-14,4,-20,41,-5,7,0,0,9,1,1,0,1000,1,1,0,0,2212,30,-214,523,5,-4,13,7,-6,23,32,-78,539,141,304,249,136,291,352,258,404
255.002282,1033860,345004003,-7,9,-17,4,-20,41,-4,7,0,0,5,1,1,0,1000,1,1,0,0,2212,30,-214,523,5,-5,16,4,-6,24,2,-22,535,119,248,203,107,288,341,266,404
255.003269,1033864,345004990,-8,8,-21,4,-20,40,-4,7,0,0,3,1,1,0,1000,1,1,0,0,2212,30,-214,523,6,-5,19,6,-4,25,-2,2,530,97,198,149,83,290,348,273,392
255.004255,1033868,345005976,-8,9,-25,4,-20,39,-4,6,0,0,1,1,1,-1,1000,1,1,0,0,2218,30,-214,522,6,-5,22,7,-5,29,-7,28,523,85,160,109,73,287,347,270,376
255.005242,1033872,345006963,-8,11,-29,4,-19,38,-2,9,0,0,-1,1,1,-1,1000,1,1,0,0,2218,30,-214,522,6,-6,25,5,-7,31,-13,34,514,89,120,97,67,280,346,271,359
255.006228,1033876,345007949,-8,11,-33,4,-19,36,-1,9,0,0,-1,1,1,-1,1000,1,1,0,0,2218,30,-214,522,6,-6,27,4,-8,29,-7,33,514,96,101,84,73,272,340,269,350
255.007215,1033880,345008936,-7,11,-37,4,-19,35,0,7,0,0,-1,1,1,-1,1000,1,1,0,0,2218,30,-214,522,5,-6,30,4,-7,31,-14,43,520,104,98,78,97,269,333,269,343
255.008202,1033884,345009923,-7,11,-40,3,-19,33,2,5,0,0,-1,1,1,-1,1000,1,1,0,0,2218,45,-214,522,5,-6,30,5,-6,31,-33,37,512,124,108,89,133,266,336,261,339
255.009189,1033888,345010910,-7,12,-42,3,-19,32,2,5,0,0,-1,1,1,-1,1000,1,1,0,0,2218,45,-214,522,5,-7,30,5,-8,29,-38,27,503,143,112,96,146,261,329,261,331
255.010175,1033892,345011896,-7,11,-43,3,-19,30,1,4,0,0,-1,1,1,-1,1000,1,1,0,0,2218,45,-214,522,5,-7,31,4,-7,30,-26,32,487,174,134,114,177,260,315,253,322
255.011162,1033896,345012883,-6,12,-44,3,-18,29,2,3,0,0,0,1,1,-1,1000,1,1,0,0,2218,45,-214,522,5,-7,31,3,-8,30,-8,13,479,194,146,130,204,255,314,251,312
255.012148,1033900,345013869,-6,13,-44,3,-18,27,3,5,0,0,0,1,1,-1,1000,1,1,0,0,2218,45,-214,522,4,-7,30,4,-8,30,-10,1,475,209,147,146,213,253,304,245,309
255.013135,1033904,345014856,-6,13,-44,3,-18,26,3,5,0,0,0,1,1,-1,1000,1,1,0,0,2218,45,-214,522,4,-7,30,5,-6,31,-10,1,475,225,158,158,228,250,303,244,316
255.014122,1033908,345015843,-5,12,-44,3,-18,24,3,3,0,0,0,1,1,-1,1000,1,1,0,0,2218,45,-214,522,4,-7,30,4,-7,29,-16,13,482,238,173,167,249,253,298,244,313
255.015109,1033912,345016830,-5,12,-43,3,-18,23,3,3,0,0,0,1,1,-1,1000,1,1,0,0,2218,45,-214,522,4,-7,29,5,-8,26,-3,9,491,253,185,176,262,253,302,243,307
255.016095,1033916,345017816,-5,13,-43,3,-17,22,2,2,0,0,0,1,1,-1,1000,1,1,0,0,2218,45,-214,522,4,-8,29,4,-10,28,5,3,480,267,195,182,272,257,299,241,311
255.017082,1033920,345018803,-5,13,-43,3,-17,20,2,2,0,0,0,1,1,-1,1000,1,1,0,0,2218,45,-214,521,4,-8,29,4,-9,29,3,-8,465,272,197,184,279,259,292,242,308
255.018068,1033924,345019789,-5,14,-42,2,-17,19,1,3,0,0,0,1,1,-1,1000,1,1,0,0,2218,45,-222,521,4,-8,28,4,-10,27,7,-11,474,278,191,183,272,260,294,243,314
255.019055,1033928,345020776,-6,14,-41,2,-17,17,0,4,0,0,0,1,1,-1,1000,1,1,0,0,2218,45,-222,521,4,-8,28,6,-8,27,9,2,508,298,203,194,279,263,290,235,309
255.020042,1033932,345021763,-7,15,-41,2,-17,16,-3,6,0,0,0,1,1,-1,1000,1,1,0,0,2218,45,-222,521,5,-9,28,8,-8,28,-11,-2,561,315,207,194,274,263,294,240,319
255.021029,1033936,345022750,-8,15,-41,2,-16,15,-5,5,0,0,0,1,1,-1,1000,1,1,0,0,2218,45,-222,521,6,-9,27,12,-8,27,-47,-12,626,332,220,193,276,270,292,240,325
255.022015,1033940,345023736,-13,14,-40,2,-16,13,-14,4,0,0,0,1,1,-1,1000,1,1,0,0,2218,45,-222,521,9,-9,28,27,-5,32,-137,-11,762,382,275,189,283,275,288,242,318
255.023002,1033944,345024723,-30,9,-42,2,-16,12,-44,-7,0,0,0,1,1,-1,1000,1,1,0,0,2218,45,-222,521,21,-5,32,88,21,52,-450,76,1083,563,502,183,346,276,294,242,323
255.023988,1033948,345025709,-85,-20,-48,1,-16,10,-146,-62,0,0,0,1,1,-1,1000,1,1,0,0,2218,45,-222,520,58,13,42,281,120,103,-1195,120,1928,1186,1410,185,692,322,255,241,320
255.024975,1033952,345026696,-226,-81,-61,0,-16,9,-424,-202,0,0,0,1,1,-1,1000,1,1,0,0,2281,45,-222,520,153,53,58,698,286,145,-2476,-210,3660,1469,2047,179,999,361,295,248,326
255.025962,1033956,345027683,-447,-169,-78,0,-16,9,-937,-418,0,0,0,1,1,-1,1000,1,1,0,0,2281,45,-222,520,302,110,73,1147,440,155,-4338,-863,5899,1238,2047,171,1238,367,409,248,371
255.026948,1033960,345028669,-737,-295,-101,0,-16,9,-1612,-698,0,0,0,1,1,-1,1000,1,1,0,0,2281,45,-222,520,499,191,100,1314,512,157,-6349,-1248,8378,1282,2047,170,1282,354,416,246,408
255.027935,1033964,345029656,-1091,-466,-131,0,-16,9,-2582,-1106,0,0,0,1,1,-1,1000,1,1,0,0,2281,412,-222,520,739,302,122,1056,520,135,-8332,-1716,10918,1338,2047,174,1338,347,414,244,430
255.028922,1033968,345030643,-1301,-624,-157,0,-16,9,-3419,-1554,0,0,0,1,1,-1,1000,1,1,0,0,2281,412,-222,520,882,405,137,395,432,125,-10554,-2237,13399,1389,2047,177,1389,414,466,245,425
255.029908,1033972,345031629,-1341,-710,-180,0,-16,9,-3125,-1830,0,0,0,1,1,-1,1000,1,1,0,0,2281,412,-222,520,909,461,146,21,286,103,-12630,-2574,15747,1431,2047,174,1431,424,502,246,450
255.030895,1033976,345032616,-1153,-697,-189,0,-16,9,-2031,-1640,0,0,0,1,1,-1,1000,1,1,0,0,2281,412,-222,520,783,453,135,-41,199,70,-12630,-2574,15747,1449,2047,175,1449,444,521,244,463
255.031882,1033980,345033603,-746,-590,-185,0,-16,9,-140,-920,0,0,0,1,1,-1,1000,1,1,0,0,2281,412,-222,520,507,384,118,-57,142,31,-14067,-2352,17918,1445,2047,185,1445,481,532,240,500
255.032868,1033984,345034589,-281,-369,-172,0,-16,9,1856,96,0,0,0,1,1,-1,1000,1,1,0,0,2281,412,-222,520,191,241,99,-290,-313,12,-15354,-2301,19891,183,481,979,2047,508,570,244,530
255.033855,1033988,345035576,-3,-210,-148,0,-16,9,3153,1018,0,0,0,1,1,-1,1000,1,1,0,0,2281,412,-222,520,3,137,79,-89,-209,74,-16291,-2227,21433,1364,153,2047,1364,510,551,260,536
255.034842,1033992,345036563,171,-15,-121,0,-16,9,3485,1736,0,0,0,1,1,-1,1000,1,1,0,0,2281,412,-222,520,-116,10,49,-61,-41,43,-16345,-2049,21614,1295,106,2047,1295,596,579,292,632
255.035828,1033996,345037549,347,115,-89,0,-16,9,3409,2088,0,0,0,1,1,-1,1000,1,1,0,0,2281,412,-222,520,-236,-74,23,-51,-10,-6,-15656,-1920,20726,1207,48,2047,1207,607,611,356,659
255.036815,1034000,345038536,481,236,-56,0,-16,9,3224,2218,0,0,0,1,1,-1,1000,1,1,0,0,2281,412,-222,520,-327,-153,2,15,1,-31,-14819,-1864,19177,1142,48,2047,1142,619,609,333,688
255.037802,1034004,345039523,405,240,-26,0,-16,9,2423,1914,0,0,0,1,1,-1,1000,1,1,0,0,2281,412,-222,519,-275,-156,-12,42,-16,-57,-14129,-1431,17399,1082,48,2047,1082,673,575,335,714
255.038788,1034008,345040509,270,240,-5,0,-16,9,1309,1437,0,0,0,1,1,-1,1000,1,1,0,0,2281,412,-222,519,-184,-156,-17,21,-27,-42,-13250,-748,16221,1039,48,2047,1039,654,566,420,771
255.039776,1034012,345041497,12,146,8,0,-16,9,20,793,0,0,0,1,1,-1,1000,1,1,0,0,2281,412,-222,519,-8,-95,-15,12,-41,-46,-12115,153,15348,1863,48,2047,109,719,538,431,792
255.040762,1034016,345042483,-234,-4,16,0,-16,9,-1215,-66,0,0,0,1,1,-1,1000,1,1,0,0,2281,412,-222,519,160,3,-22,14,-20,-62,-10958,789,14009,1667,2047,48,259,723,536,464,773
255.041748,1034020,345043469,-245,-75,30,0,-16,9,-1569,-623,0,0,0,1,1,-1,1000,1,1,0,0,2281,412,-222,519,168,50,-41,-3,-5,-67,-9839,1261,12226,969,2047,48,969,833,588,510,798
255.042735,1034024,345044456,-107,-63,50,0,-16,9,-979,-697,0,0,0,1,1,-1,1000,1,1,0,0,2281,412,-222,519,73,42,-57,-8,-47,-52,-8827,1306,10569,929,2047,48,929,826,549,530,798
255.043722,1034028,345045443,-46,13,66,0,-16,9,-333,-337,0,0,0,1,1,-1,1000,1,1,0,0,2281,412,-222,518,32,-8,-60,8,-69,-63,-7399,1084,9302,896,2047,48,785,826,604,530,829
255.044708,1034032,345046429,64,60,74,0,-16,11,194,25,0,0,0,1,1,-1,1000,1,1,0,0,2012,412,-222,518,-44,-39,-60,1,-64,-67,-6109,897,8460,48,111,1423,807,826,605,519,813
255.045695,1034036,345047416,117,107,82,1,-16,11,596,296,0,0,0,1,1,-1,1000,1,1,0,0,2012,412,-222,518,-79,-70,-66,21,-34,-65,-6109,897,8460,711,48,2047,964,838,616,538,820
255.046682,1034040,345048403,-13,90,88,1,-16,11,291,318,0,0,0,1,1,-1,1000,1,1,0,0,2012,412,-222,518,9,-59,-65,30,-29,-62,-5354,776,7730,922,48,2047,583,840,648,524,824
255.047668,1034044,345049389,-83,48,91,0,-15,13,-176,117,0,0,0,1,1,-1,1000,1,1,0,0,2012,2842,-222,518,57,-31,-67,45,-14,-77,-4669,793,7002,1685,1500,1066,48,857,638,587,813
255.048655,1034048,345050376,-31,65,95,-1,-14,17,-196,28,0,0,0,1,1,-1,1000,1,1,0,0,2012,2842,-222,518,22,-42,-70,41,-28,-56,-3930,689,6153,1273,1404,807,48,880,696,577,809
255.049644,1034052,345051365,15,80,94,-1,-13,20,25,84,0,0,0,1,1,-1,1000,1,1,0,0,2012,2842,-222,518,-10,-52,-63,18,-24,-50,-3435,709,5419,496,350,1108,48,875,690,617,804
255.050628,1034056,345052349,-12,56,89,-1,-12,23,54,20,0,0,0,1,1,-1,1000,1,1,0,0,2012,2842,-222,518,8,-36,-56,12,-33,-40,-2993,791,4858,135,327,752,48,870,661,620,785
255.051615,1034060,345053336,-69,27,83,-1,-12,25,-126,-103,0,0,0,1,1,-1,1000,1,1,0,0,2012,2842,-222,518,48,-17,-52,5,-12,-42,-2549,907,4495,481,1269,129,48,877,671,670,785
255.052601,1034064,345054322,-84,10,78,-2,-12,27,-237,-181,0,0,0,1,1,-1,1000,1,1,0,0,2012,2842,-222,518,58,-6,-50,-3,-15,-38,-2094,947,4189,910,2047,48,352,877,698,661,767
255.053588,1034068,345055309,-87,10,73,-2,-12,27,-241,-174,0,0,0,1,1,-1,1000,1,1,0,0,2012,2842,-222,518,61,-6,-45,-12,-22,-7,-1796,761,3829,957,2047,48,342,898,748,670,719
255.054575,1034072,345056296,-9,20,66,-3,-11,29,-20,-108,0,0,0,1,1,-1,1000,1,1,0,0,2012,2842,-222,518,7,-12,-37,-5,-11,-18,-1663,611,3384,48,826,299,322,888,750,673,708
255.055561,1034076,345057282,80,35,57,-2,-11,30,333,-29,0,0,0,1,1,-1,1000,1,1,0,0,2012,2842,-222,518,-55,-23,-30,7,-15,-29,-1595,519,3173,48,416,2041,1714,857,698,655,688
255.056548,1034080,345058269,77,52,50,-2,-11,30,420,55,0,0,0,1,1,-1,1000,1,1,0,0,2012,2842,-222,518,-52,-33,-28,32,-3,-25,-1308,790,3118,101,48,2047,1452,852,773,694,718
255.057535,1034084,345059256,5,37,43,-2,-11,30,190,50,0,0,0,1,1,-1,1000,1,1,0,0,2012,2842,-222,517,-3,-24,-21,22,2,-18,-958,847,3070,63,48,1127,529,857,802,674,713
255.058521,1034088,345060242,-57,14,33,-2,-10,31,-114,-32,0,0,0,1,1,-1,1000,1,1,0,0,2012,2842,-222,517,40,-8,-12,-4,-7,-9,-871,601,2883,623,996,187,48,820,798,677,668
255.059508,1034092,345061229,-57,-1,26,-3,-10,32,-223,-96,0,0,0,1,1,-1,1000,1,1,0,0,2012,2842,-222,517,40,1,-13,-19,0,-18,-871,601,2883,951,1609,48,245,813,838,690,701
255.060495,1034096,345062216,-25,-13,25,-4,-11,33,-132,-131,0,0,0,1,1,-1,1000,1,1,0,0,2012,2842,-222,517,18,9,-19,-23,5,0,-819,454,2629,461,1310,48,435,800,809,688,718
255.061481,1034100,345063202,12,-13,26,-4,-11,33,24,-124,0,0,0,1,1,-1,1000,1,1,0,0,2012,2842,-222,517,-8,9,-17,-19,5,-3,-770,368,2459,48,874,410,765,800,802,670,721
255.062468,1034104,345064189,37,5,22,-3,-11,34,145,-58,0,0,0,1,1,-1,1000,1,1,0,0,2012,2842,-222,517,-25,-3,-11,-9,1,-10,-581,644,2447,48,527,987,1016,785,838,668,677
255.063455,1034108,345065176,42,16,17,-3,-11,34,175,15,0,0,0,1,1,-1,1000,1,1,0,0,2012,2842,-222,516,-29,-10,-6,-11,7,0,-433,590,2410,48,169,1111,823,773,831,693,634
255.064441,1034112,345066162,32,7,12,-2,-10,35,128,21,0,0,0,1,1,-1,1000,1,1,0,0,2207,2842,-222,516,-22,-4,-4,-29,4,2,-369,516,2281,48,164,864,605,739,824,709,714
255.065428,1034116,345067149,25,-13,8,-2,-11,35,65,-34,0,0,0,1,1,-1,1000,1,1,0,0,2207,2842,-222,516,-16,9,-1,-26,13,13,-491,295,2163,48,450,568,630,741,838,636,744
255.066471,1034120,345068192,13,-23,3,-2,-11,35,6,-82,0,0,0,1,1,-1,1000,1,1,0,0,2207,2842,-222,516,-8,16,3,-9,6,6,-460,204,2122,48,661,268,582,688,822,696,739
255.067401,1034124,345069122,11,-16,-1,-2,-11,34,-28,-70,0,0,0,1,1,-1,1000,1,1,0,0,2207,2842,-222,516,-7,11,4,-3,6,7,-362,350,2205,48,572,107,364,655,806,723,728
255.068388,1034128,345070109,25,-5,-4,-1,-11,34,-4,-21,0,0,0,1,1,-1,1000,1,1,0,0,2207,1317,-407,516,-16,4,6,1,13,5,-329,329,2138,48,318,246,275,648,811,698,728
255.069375,1034132,345071096,39,1,-8,-1,-11,34,47,18,0,0,0,1,1,-1,1000,1,1,0,0,2207,1317,-407,516,-27,0,9,-19,1,10,-265,274,2102,48,123,492,359,634,815,703,718
255.070361,1034136,345072082,35,-4,-11,0,-11,33,55,20,0,0,0,1,1,-1,1000,1,1,0,0,2207,1317,-407,516,-24,3,11,-29,11,15,-278,162,1978,48,118,494,388,593,813,679,730
255.071348,1034140,345073069,16,-11,-13,0,-11,33,3,-5,0,0,0,1,1,-1,1000,1,1,0,0,2207,1317,-407,516,-11,8,10,-27,4,21,-240,225,2010,48,238,204,236,584,800,682,708
255.072335,1034144,345074056,5,-14,-14,0,-12,32,-50,-22,0,0,0,1,1,-1,1000,1,1,0,0,2207,1317,-407,516,-3,10,11,-17,7,20,-252,265,2001,154,417,48,168,566,761,665,698
255.073321,1034148,345075042,13,-14,-16,0,-12,31,-47,-24,0,0,0,1,1,-1,1000,1,1,0,0,2207,1317,-407,516,-9,10,14,-8,9,17,-227,248,1967,122,383,48,189,542,725,668,686
255.074308,1034152,345076029,30,-12,-19,1,-12,31,5,-16,0,0,0,1,1,-1,1000,1,1,0,0,2207,1317,-407,516,-20,9,15,-16,5,18,-184,148,1878,48,255,239,351,532,708,656,680
255.075295,1034156,345077016,40,-7,-22,1,-12,30,50,1,0,0,0,1,1,-1,1000,1,1,0,0,2207,1317,-407,516,-27,5,18,-13,1,22,-149,63,1794,48,153,443,483,500,701,630,655
255.076282,1034160,345078003,34,0,-25,2,-12,29,49,24,0,0,0,1,1,-1,1000,1,1,0,0,2207,1317,-407,516,-23,1,21,-7,1,20,-149,63,1794,80,48,434,374,492,679,624,659
