elapsed_s,loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3]
254.700365,1032636,344702086,-1,0,1,0,-18,-12,-2,-1,0,0,0,1,-1,9,1224,1,-1,5,223,2244,292,-105,550,1,0,4,5,3,4,-22,22,1588,484,517,425,546,665,703,591,765
254.701352,1032640,344703073,-1,0,1,0,-18,-12,-2,0,0,0,0,1,-1,9,1224,1,-1,5,222,2244,292,-105,550,1,-1,4,0,1,5,-36,61,1648,485,516,427,543,656,698,593,741
254.702339,1032644,344704060,-1,0,1,0,-18,-12,-1,1,0,0,0,1,-1,9,1223,1,-1,5,222,2244,292,-105,550,1,-1,4,1,5,5,-46,45,1675,485,511,432,542,668,688,611,767
254.703327,1032648,344705048,-1,0,1,0,-18,-12,0,2,0,0,0,1,-1,9,1223,1,-1,5,222,2214,292,-105,550,1,-1,4,0,-1,5,-41,80,1657,484,506,437,541,670,699,593,750
254.704312,1032652,344706033,-1,1,2,0,-18,-12,-1,3,0,0,0,1,0,11,1223,1,-1,5,222,2214,292,-105,550,1,-1,4,1,-5,5,-17,63,1576,487,507,437,537,662,698,598,756
254.705299,1032656,344707020,-2,1,2,0,-18,-12,-2,2,0,0,0,1,0,11,1223,1,-1,5,222,2214,292,-105,550,2,-1,4,3,-7,2,4,49,1583,487,513,431,535,661,693,596,741
254.706285,1032660,344708006,-2,1,2,0,-18,-12,-2,1,0,0,0,1,0,11,1223,1,-1,5,222,2214,292,-105,550,2,-1,4,2,-3,2,4,49,1583,483,513,431,537,661,688,600,744
254.707272,1032664,344708993,-1,1,2,0,-18,-11,-1,0,0,0,1,1,0,11,1222,1,0,6,221,2214,230,-105,550,1,-1,4,1,0,5,6,11,1607,479,511,432,538,661,699,610,759
254.708259,1032668,344709980,-2,1,2,0,-18,-11,0,-1,0,0,1,1,0,11,1222,1,0,6,221,2214,230,-105,550,2,-1,4,2,7,5,-18,-1,1659,474,514,430,539,670,703,596,746
254.709245,1032672,344710966,-2,1,2,-1,-18,-11,0,-1,0,0,1,1,0,11,1222,1,0,6,220,2214,230,-105,550,2,-1,4,-1,0,7,-41,38,1631,473,515,430,537,661,701,607,767
254.710232,1032676,344711953,-2,1,2,-1,-18,-11,-1,-1,0,0,1,1,0,11,1221,1,0,6,220,2214,230,-105,550,2,-1,4,4,3,5,-64,5,1595,474,514,431,534,668,693,605,733
254.711219,1032680,344712940,-2,1,2,-1,-18,-11,-1,0,0,0,1,1,-1,13,1221,1,0,6,220,2214,230,-105,549,2,-1,4,0,-9,5,-70,9,1605,476,511,434,531,648,683,604,739
254.712205,1032684,344713926,-1,2,2,-1,-18,-11,1,1,0,0,1,1,-1,13,1221,1,0,6,220,2214,230,-105,549,1,-1,5,3,-3,4,-81,-81,1615,473,505,439,531,665,693,600,761
254.713192,1032688,344714913,-1,1,2,-1,-18,-11,1,1,0,0,1,1,-1,13,1220,1,0,6,219,2214,230,-105,549,2,-1,5,0,-7,2,-71,-41,1679,471,506,436,530,661,701,598,741
254.714179,1032692,344715900,-1,1,2,-1,-18,-11,1,1,0,0,1,1,-1,13,1220,1,0,7,218,2214,230,-105,549,1,-1,5,0,4,6,-72,-91,1675,467,503,437,530,656,690,596,743
254.715165,1032696,344716886,-1,1,3,-1,-18,-11,0,1,0,0,1,1,-1,13,1219,1,0,7,218,2214,230,-105,549,1,-1,5,2,2,7,-86,13,1682,468,505,434,525,654,703,604,756
254.716152,1032700,344717873,-2,1,3,-1,-18,-11,0,1,0,-1,1,1,-1,13,1219,1,-1,7,217,2214,230,-113,549,2,-1,5,1,2,7,-102,-44,1653,468,506,432,523,668,693,589,737
254.717152,1032704,344718873,-1,1,2,-1,-18,-11,0,2,0,-1,1,1,-1,13,1219,1,-1,7,217,2214,230,-113,549,1,-1,6,3,-1,7,-92,-6,1658,467,503,433,523,652,703,604,741
254.718125,1032708,344719846,-1,1,2,-1,-18,-11,0,2,0,-1,1,1,-1,16,1218,1,-1,7,217,2214,230,-113,549,1,-2,6,-1,-6,6,-92,-6,1658,467,503,432,523,662,693,607,744
254.719112,1032712,344720833,-1,1,2,-1,-18,-10,0,2,0,-1,2,1,-1,16,1218,1,-1,7,217,2214,230,-113,549,1,-2,6,2,-4,5,-89,-88,1640,466,504,433,523,644,703,609,733
254.720098,1032716,344721819,-1,1,2,-1,-18,-10,0,0,0,-1,2,1,-1,16,1218,1,-1,8,217,2214,230,-113,549,1,-1,6,0,-4,5,-51,-55,1640,463,508,430,524,654,685,596,732
254.721085,1032720,344722806,-1,1,2,-1,-18,-10,0,0,0,-1,2,1,-1,16,1218,1,-1,8,217,2214,230,-113,549,1,-1,6,3,1,8,-28,-37,1612,460,511,429,525,656,698,607,723
254.722072,1032724,344723793,-1,1,2,-1,-18,-10,1,-1,0,-1,3,1,-1,16,1218,1,-1,8,217,2214,230,-113,549,1,-1,7,1,4,7,-31,2,1605,456,512,431,528,661,690,596,728
254.723059,1032728,344724780,-1,0,3,-1,-18,-10,1,-2,0,-1,3,1,-1,16,1218,1,-1,9,217,2220,230,-113,549,1,-1,7,1,2,9,-41,20,1614,451,516,429,530,662,693,602,728
254.724045,1032732,344725766,-1,0,3,-1,-18,-10,1,-2,0,-1,3,1,-1,17,1218,1,-1,9,217,2220,230,-113,548,1,-1,7,1,2,6,-53,8,1647,450,515,431,530,659,683,596,725
254.725032,1032736,344726753,-1,0,3,-1,-18,-10,0,-2,0,-1,3,1,-1,17,1218,1,-1,9,217,2220,230,-113,548,1,-1,7,-2,-6,8,-53,36,1646,453,518,428,529,651,703,605,733
254.726018,1032740,344727739,-1,0,3,-1,-18,-10,0,-1,0,0,2,1,-1,17,1218,1,-1,9,217,2220,230,-113,548,1,-1,7,2,-5,6,-24,13,1627,457,516,429,526,644,698,605,728
254.727005,1032744,344728726,-1,0,3,-1,-18,-10,1,-1,0,0,2,1,-1,17,1218,1,-1,9,217,2220,245,-113,548,1,-1,8,0,-6,9,18,76,1585,456,511,433,529,649,682,596,732
254.727992,1032748,344729713,0,0,2,-1,-18,-10,2,-1,0,0,1,1,-1,17,1218,1,-1,9,217,2220,245,-113,548,1,-1,8,1,0,9,13,66,1594,455,507,434,533,636,694,602,728
254.728978,1032752,344730699,0,0,2,-1,-18,-10,2,0,0,0,1,1,-1,17,1218,1,-1,9,217,2220,245,-113,548,1,-1,8,1,6,10,2,74,1621,458,505,434,533,637,688,591,718
254.730016,1032756,344731737,0,0,2,-1,-18,-10,2,-1,0,0,1,1,-1,17,1218,1,-1,9,217,2220,245,-113,548,1,-1,9,-1,4,8,-22,55,1656,458,504,432,535,638,691,604,728
254.730952,1032760,344732673,0,0,1,-1,-18,-10,1,0,0,0,1,1,-2,18,1218,1,-1,9,217,2220,245,-113,547,1,-1,9,0,3,9,-17,82,1627,463,503,432,533,642,688,605,735
254.731938,1032764,344733659,0,0,1,-1,-18,-10,2,0,0,0,0,1,-2,18,1218,1,-1,10,217,2220,245,-113,547,0,-1,9,0,-6,8,1,88,1581,461,500,434,536,652,709,600,733
254.732925,1032768,344734646,1,0,1,-1,-18,-10,3,0,0,0,0,1,-2,18,1218,1,-1,10,218,2220,245,-113,547,0,-1,9,0,-8,10,24,96,1545,457,498,434,541,637,703,592,723
254.733912,1032772,344735633,0,0,1,-1,-18,-9,3,-1,0,0,0,1,-2,18,1218,1,-1,10,218,2220,245,-113,547,0,-1,9,2,-7,8,37,108,1564,457,500,432,542,644,680,593,728
254.734898,1032776,344736619,1,-1,1,-1,-18,-9,2,-1,0,0,0,1,-2,18,1218,1,-1,10,218,2220,245,-113,547,0,-1,9,-1,2,10,34,60,1594,456,503,429,544,652,694,606,711
254.735885,1032780,344737606,1,0,1,-1,-18,-9,1,0,0,0,0,1,-2,18,1218,1,-1,10,218,2220,245,-113,547,0,-1,9,1,6,9,34,60,1594,462,501,432,538,644,691,600,733
254.736872,1032784,344738593,1,-1,1,-1,-18,-9,2,0,0,0,0,1,-2,18,1218,1,-1,10,218,2220,245,-113,547,0,-1,9,-2,7,8,3,69,1600,459,501,432,540,632,686,600,739
254.737858,1032788,344739579,1,0,1,-1,-18,-9,2,1,0,0,0,1,-1,19,1218,1,-1,10,218,2220,245,-113,547,0,-1,9,1,0,10,-16,28,1576,459,499,436,539,638,683,592,728
254.738845,1032792,344740566,1,0,1,-1,-18,-9,1,0,0,0,0,1,-1,19,1218,1,-1,10,218,2220,245,-113,547,0,-1,9,0,-7,9,-5,67,1525,459,502,433,539,642,686,601,733
254.739832,1032796,344741553,1,-1,1,-1,-18,-9,1,0,0,0,0,1,-1,19,1218,1,-1,10,218,2220,245,-113,547,0,-1,9,-1,-10,11,15,81,1516,457,504,433,539,637,701,601,728
254.740818,1032800,344742539,1,0,2,-1,-18,-9,1,1,0,0,0,1,-1,19,1218,1,-1,11,218,2220,245,-113,547,0,-1,9,1,-4,7,51,85,1497,461,502,436,534,634,690,601,718
254.741805,1032804,344743526,1,0,2,-1,-18,-9,0,1,0,0,0,1,-1,19,1218,1,-1,11,218,2220,245,-113,547,0,-1,9,-3,0,9,44,88,1532,461,503,436,533,638,685,595,739
254.742792,1032808,344744513,1,0,2,-1,-18,-9,1,1,0,0,1,1,-1,19,1218,1,-1,11,218,2220,245,-113,547,0,-1,9,2,9,7,4,33,1512,460,501,439,532,629,680,589,730
254.743785,1032812,344745506,1,0,2,-1,-18,-9,1,1,0,0,1,1,-1,19,1218,1,-1,11,218,2236,245,-113,547,0,-1,9,-3,1,10,-26,53,1546,460,502,440,532,625,688,605,737
254.744765,1032816,344746486,1,1,2,-1,-18,-9,1,2,0,0,1,1,-1,19,1218,1,-1,11,218,2236,245,-113,546,0,-1,9,3,2,10,-40,13,1522,462,498,445,529,633,699,596,739
254.745795,1032820,344747516,1,1,2,-1,-18,-9,0,2,0,0,1,1,-1,19,1218,1,-1,11,218,2236,245,-113,546,0,-2,9,-2,-11,12,-21,78,1554,466,500,444,525,640,679,598,721
254.746738,1032824,344748459,1,1,3,-1,-18,-9,0,2,0,0,0,1,-1,19,1218,1,-1,11,218,2236,105,-113,546,0,-1,9,1,-8,10,20,-5,1529,465,500,444,525,638,682,594,719
254.747725,1032828,344749446,1,1,3,-1,-18,-9,-1,2,0,0,0,1,-1,19,1218,1,-1,11,218,2236,105,-113,546,0,-2,9,-2,-6,9,40,57,1547,467,501,444,522,622,680,598,733
254.748712,1032832,344750433,1,1,2,-1,-18,-9,-1,2,0,0,0,1,-1,19,1218,1,-1,11,218,2236,105,-113,546,0,-2,9,-1,2,8,10,-20,1532,466,504,441,524,638,686,601,725
254.749698,1032836,344751419,1,1,2,-1,-18,-8,-1,1,0,0,0,1,-1,19,1218,1,-1,11,218,2236,105,-113,546,0,-2,10,1,7,9,-34,43,1565,464,504,440,526,630,688,596,719
254.750685,1032840,344752406,1,1,2,-1,-18,-8,-1,0,0,0,0,0,0,19,1218,1,-1,11,218,2236,105,-113,546,0,-1,10,0,3,11,-34,43,1565,463,509,435,528,630,693,599,714
254.751671,1032844,344753392,1,1,2,-1,-18,-8,-1,0,0,0,0,0,0,19,1218,1,-1,11,218,2236,105,-113,546,0,-2,10,1,-2,13,-66,-2,1568,465,505,438,527,632,690,605,732
254.752658,1032848,344754379,1,2,2,-1,-18,-8,-1,2,0,0,0,0,0,19,1218,0,-1,11,218,2236,105,-113,546,0,-2,10,0,-9,11,-44,32,1562,470,500,442,523,630,690,605,716
254.753645,1032852,344755366,0,2,2,-1,-18,-8,-1,2,0,0,0,0,0,19,1218,0,0,11,218,2236,105,-113,546,0,-2,10,0,-9,11,-20,-18,1525,472,500,442,521,640,686,604,714
254.754632,1032856,344756353,0,3,2,-1,-18,-8,-1,2,0,0,0,0,0,19,1218,0,0,11,218,2236,105,-113,546,0,-2,10,0,-4,8,-7,-22,1496,474,498,443,520,638,685,596,716
254.755618,1032860,344757339,0,3,1,-1,-18,-8,-1,1,0,0,0,0,0,19,1218,0,0,11,218,2236,105,-113,546,0,-2,10,-1,0,9,-30,-43,1513,473,501,439,521,628,693,600,711
254.756606,1032864,344758327,0,3,1,-1,-18,-8,0,2,0,0,0,0,0,19,1218,0,0,11,218,2236,105,-113,546,0,-2,10,4,8,9,-57,-46,1557,473,497,443,521,625,683,593,721
254.757591,1032868,344759312,0,4,1,-1,-18,-8,0,3,0,0,0,0,0,18,1218,0,0,11,218,2236,105,-113,545,0,-3,10,-3,0,14,-78,-4,1592,477,494,446,518,634,693,596,728
254.758578,1032872,344760299,0,4,1,-1,-18,-8,0,3,0,0,0,0,0,18,1218,0,0,11,218,2236,105,-113,545,0,-3,10,2,-3,11,-72,-54,1575,479,492,447,517,630,682,593,725
254.759565,1032876,344761286,0,4,1,-1,-18,-8,1,3,0,0,0,0,0,18,1218,0,0,11,218,2236,105,-113,545,0,-3,10,-2,-10,13,-39,-12,1519,477,488,451,519,630,686,599,716
254.760551,1032880,344762272,0,4,1,-1,-18,-8,1,3,0,0,0,0,0,18,1218,0,0,11,218,2236,105,-113,545,0,-3,11,2,-9,9,-27,-55,1471,477,488,449,520,648,679,605,714
254.761538,1032884,344763259,0,4,0,-1,-17,-8,1,1,0,0,0,0,0,18,1218,0,0,11,218,2236,105,-113,545,0,-3,11,-1,-3,10,-25,-17,1471,474,490,446,525,641,683,595,718
254.762525,1032888,344764246,0,4,0,-1,-17,-8,0,1,0,0,0,0,0,18,1218,0,0,10,218,2236,105,-113,545,0,-3,11,2,0,7,-47,-25,1520,475,492,443,525,626,682,600,709
254.763511,1032892,344765232,0,4,0,-1,-17,-8,0,0,0,0,0,0,0,18,1218,0,0,10,218,2191,105,-113,545,0,-3,11,1,6,12,-56,7,1536,476,494,440,525,637,683,599,721
254.764498,1032896,344766219,0,4,0,-1,-17,-8,0,0,0,0,0,0,1,16,1218,0,0,10,218,2191,105,-113,545,0,-3,11,-1,-1,10,-68,3,1518,476,492,442,525,637,690,602,703
254.765485,1032900,344767206,0,5,0,-1,-17,-8,-1,1,0,0,0,0,1,16,1218,0,0,10,218,2191,105,-113,545,0,-3,10,2,-4,12,-54,22,1460,482,494,439,520,630,679,601,718
254.766471,1032904,344768192,0,5,0,-1,-17,-8,-1,1,0,0,0,0,1,16,1218,0,0,10,218,2191,105,-121,545,0,-3,10,1,-9,10,-52,35,1445,482,493,439,521,644,674,609,721
254.767458,1032908,344769179,0,5,0,-1,-17,-8,-1,0,0,0,-1,0,1,16,1218,0,0,10,218,2191,327,-121,545,0,-3,10,1,-6,10,-42,68,1474,483,494,438,521,633,686,601,718
254.768445,1032912,344770166,0,5,0,-1,-17,-8,0,0,0,0,-1,0,1,16,1218,0,0,10,218,2191,327,-121,545,0,-3,10,0,-3,8,-42,68,1474,480,492,439,525,644,668,600,718
254.769431,1032916,344771152,0,4,0,-1,-17,-8,0,-1,0,0,-1,0,1,16,1218,0,0,9,218,2191,327,-121,545,0,-2,10,-1,2,8,-29,64,1527,476,492,438,529,642,680,596,708
254.770427,1032920,344772148,0,4,0,-1,-17,-8,0,-3,0,0,-1,0,1,16,1218,0,0,9,218,2191,327,-121,545,0,-2,10,0,3,9,-19,80,1546,474,496,433,532,644,688,609,718
254.771405,1032924,344773126,0,4,0,-1,-17,-8,1,-3,0,0,-1,1,1,12,1218,0,0,9,218,2191,327,-121,544,0,-2,10,-1,2,11,-40,68,1505,469,495,433,538,640,682,600,703
254.772392,1032928,344774113,0,4,-1,-1,-17,-8,1,-4,0,0,-2,1,1,12,1218,0,1,9,218,2191,327,-121,544,0,-2,9,1,-5,9,-39,77,1469,471,496,429,539,654,677,613,703
254.773378,1032932,344775099,0,3,-1,-1,-17,-8,1,-4,0,0,-3,1,1,12,1218,0,1,8,218,2191,327,-121,544,0,-2,9,2,-2,10,-53,64,1460,472,492,428,543,640,665,601,714
254.774365,1032936,344776086,1,4,-1,-1,-17,-8,1,-3,0,0,-4,1,1,12,1218,0,1,8,218,2191,327,-121,544,0,-2,9,-1,-7,9,-41,129,1479,477,486,429,543,633,679,601,718
254.775351,1032940,344777072,1,3,-2,-1,-17,-8,0,-3,0,0,-4,1,1,12,1218,0,1,8,218,2191,327,-121,544,0,-1,9,1,2,7,-31,91,1488,480,486,424,545,637,686,612,718
254.776338,1032944,344778059,1,3,-2,-1,-17,-8,0,-3,0,0,-5,1,1,12,1218,0,1,7,218,2191,327,-121,544,0,-1,9,-2,-1,5,-14,120,1483,480,487,420,549,638,670,609,708
254.777324,1032948,344779045,1,3,-2,-1,-17,-8,0,-4,0,0,-5,0,3,8,1218,0,1,7,218,2191,327,-121,544,0,-1,8,0,7,8,-28,62,1432,478,487,417,552,652,668,598,718
254.778311,1032952,344780032,1,2,-2,-1,-17,-9,0,-5,0,0,-6,0,3,8,1218,0,1,7,218,2191,327,-121,544,0,-1,8,0,-1,7,-30,78,1407,477,488,415,554,644,683,605,723
254.779298,1032956,344781019,1,2,-2,0,-17,-9,1,-4,0,0,-6,0,3,8,1218,0,1,6,218,2191,327,-121,544,0,-1,8,0,1,8,-42,36,1403,478,484,418,553,638,670,593,726
254.780284,1032960,344782005,1,2,-2,0,-16,-9,0,-4,0,0,-6,0,3,8,1218,0,1,6,217,2191,327,-121,544,0,0,7,3,-4,6,-48,85,1448,480,485,415,551,644,683,591,718
254.781271,1032964,344782992,1,2,-2,0,-16,-9,0,-4,0,0,-6,0,3,8,1217,0,1,6,217,2191,327,-121,544,0,0,7,-4,0,7,-27,56,1444,478,486,413,552,644,683,593,708
254.782258,1032968,344783979,1,2,-2,0,-16,-9,0,-3,0,0,-6,0,3,8,1217,0,2,5,217,2191,327,-121,544,0,0,7,2,-2,2,-7,53,1440,481,483,415,548,644,679,593,725
254.783247,1032972,344784968,1,2,-2,0,-16,-9,0,-3,0,0,-6,0,3,8,1217,0,2,5,217,2251,327,-121,544,0,0,6,-4,2,5,7,8,1422,481,480,417,547,644,674,586,732
254.784231,1032976,344785952,1,3,-2,0,-16,-9,1,-1,0,1,-6,0,3,4,1217,0,2,5,217,2251,327,-121,543,0,0,6,3,2,5,7,8,1422,485,474,424,544,655,670,591,737
254.785218,1032980,344786939,0,3,-2,0,-16,-9,0,-1,0,1,-5,0,3,4,1217,0,2,5,217,2251,327,-121,543,0,0,5,-2,3,6,-11,9,1456,486,476,422,540,645,670,596,723
254.786204,1032984,344787925,0,2,-1,0,-16,-9,0,-2,0,1,-5,0,3,4,1217,0,2,4,216,2251,327,-121,543,0,0,5,3,-1,4,-16,-8,1494,483,480,417,540,638,673,596,718
254.787191,1032988,344788912,1,2,-1,0,-16,-9,0,-2,0,1,-5,0,3,4,1216,0,2,4,216,2251,215,-121,543,0,0,5,-3,2,4,-16,-2,1527,478,480,416,542,647,673,586,719
254.788178,1032992,344789899,1,2,-1,0,-16,-9,1,-2,0,1,-5,0,3,4,1216,0,2,3,215,2251,215,-121,543,-1,0,4,0,-6,4,-12,-12,1513,474,476,419,544,644,682,593,708
254.789164,1032996,344790885,1,2,-2,0,-16,-9,2,-2,0,1,-5,0,3,4,1216,0,2,3,215,2251,215,-121,543,-1,0,4,-2,2,1,-6,-34,1488,473,472,422,544,641,671,586,744
254.790151,1033000,344791872,1,2,-2,0,-16,-9,1,-2,0,0,-5,0,3,4,1215,0,2,3,215,2251,215,-121,543,0,0,4,2,-3,3,15,-38,1470,475,474,419,540,644,676,586,725
254.791138,1033004,344792859,1,2,-1,0,-16,-9,0,-2,0,0,-4,0,3,1,1215,0,2,3,214,2251,215,-121,543,0,1,3,-1,6,2,17,-40,1477,475,476,417,539,652,674,586,725
254.792124,1033008,344793845,1,2,-1,0,-16,-9,0,0,0,0,-4,0,3,1,1215,0,2,2,214,2251,215,-121,543,0,0,3,1,-1,4,11,-24,1512,477,472,420,532,648,656,598,728
254.793111,1033012,344794832,1,2,-1,0,-16,-9,0,0,0,0,-4,0,3,1,1214,0,2,2,213,2251,215,-121,543,0,0,3,-2,5,2,6,-34,1518,474,469,419,530,640,662,584,741
254.794098,1033016,344795819,1,2,-1,0,-16,-9,0,-1,0,0,-4,0,3,1,1213,0,2,2,211,2251,215,-121,543,-1,1,3,1,-1,4,-2,2,1493,468,470,414,530,644,671,581,725
254.795084,1033020,344796805,1,1,-1,0,-16,-9,0,-3,0,0,-3,0,3,1,1212,0,2,1,210,2251,215,-121,543,0,1,2,-4,-1,1,3,3,1452,462,475,405,531,644,661,586,723
254.796071,1033024,344797792,0,1,-1,0,-16,-9,-1,-3,0,0,-3,0,3,1,1211,0,2,1,209,2251,215,-121,543,0,1,2,3,-2,1,17,11,1460,461,475,402,528,651,661,588,728
254.797058,1033028,344798779,1,2,-1,0,-16,-10,0,-1,0,0,-3,0,3,1,1211,0,2,1,209,2251,215,-121,543,0,1,2,-2,-1,0,12,-5,1489,462,469,407,526,659,665,592,728
254.798044,1033032,344799765,1,2,-1,0,-16,-10,-1,0,0,0,-3,0,3,1,1211,0,2,1,209,2251,215,-121,542,0,1,2,2,3,3,-9,-10,1516,465,466,408,521,655,673,588,718
254.799031,1033036,344800752,0,1,-2,0,-16,-10,-1,0,0,0,-3,0,3,1,1210,0,2,1,208,2251,215,-121,542,0,1,2,-2,4,1,-16,2,1545,463,468,406,522,638,656,579,732
254.800018,1033040,344801739,1,1,-1,0,-16,-10,-1,-1,0,0,-2,0,3,1,1210,0,2,1,208,2251,215,-121,542,0,1,2,-1,4,4,-16,2,1545,460,470,405,523,652,662,586,728
254.801004,1033044,344802725,0,1,-1,0,-16,-10,-1,-2,0,0,-2,0,3,1,1210,0,2,1,208,2251,215,-121,542,0,1,2,-1,1,2,-33,33,1530,458,473,403,525,642,648,579,719
254.801991,1033048,344803712,1,1,-1,0,-16,-10,0,-2,0,0,-2,0,3,1,1210,0,2,1,208,2251,215,-121,542,0,1,2,0,-1,2,-48,62,1509,458,472,404,524,644,667,587,728
254.802977,1033052,344804698,0,1,-1,0,-16,-10,-1,-2,0,0,-2,0,3,1,1210,0,2,1,209,2251,215,-121,542,0,1,2,0,-2,2,-34,55,1484,458,476,402,524,644,644,575,718
254.803964,1033056,344805685,0,0,-1,0,-16,-10,-1,-2,0,0,-2,1,3,-1,1210,0,2,1,209,2228,215,-121,542,0,2,2,1,1,-1,-30,48,1498,457,475,403,525,642,665,579,730
254.804951,1033060,344806672,0,1,-1,0,-16,-10,-1,-1,0,0,-2,1,3,-1,1210,0,2,1,208,2228,215,-121,542,0,1,1,-1,0,2,-24,41,1503,458,473,404,521,638,644,579,713
254.805938,1033064,344807659,0,0,-1,0,-16,-10,-1,-1,0,0,-1,1,3,-1,1209,0,2,0,207,2228,215,-121,542,0,2,1,1,9,1,-42,23,1514,456,472,400,516,648,658,579,714
254.806968,1033068,344808689,0,0,-1,0,-16,-10,-1,-1,0,0,-1,1,3,-1,1207,0,2,0,205,2228,240,-121,542,0,2,1,-2,2,2,-55,63,1499,450,468,399,516,638,665,573,730
254.807911,1033072,344809632,0,0,-1,0,-16,-10,-1,-2,0,0,-1,1,3,-1,1206,0,2,0,204,2228,240,-121,542,0,2,1,0,5,2,-83,51,1489,446,468,393,513,648,662,577,721
254.808898,1033076,344810619,0,0,-1,0,-16,-10,0,-3,0,0,-1,1,3,-1,1205,0,2,0,202,2228,240,-121,542,0,2,1,2,-2,1,-59,68,1485,439,467,389,516,637,661,577,713
254.809884,1033080,344811605,1,0,-1,0,-16,-10,0,-2,0,0,-1,1,3,-1,1205,0,2,0,202,2228,240,-121,542,0,2,1,-4,-3,3,-49,46,1501,439,462,391,513,637,658,570,713
254.810871,1033084,344812592,1,0,-2,0,-16,-10,0,-2,0,0,-1,1,3,-1,1204,0,2,0,201,2228,240,-121,542,0,2,1,4,1,-3,-21,47,1487,437,459,391,513,633,661,573,718
254.811858,1033088,344813579,1,0,-2,0,-16,-10,1,-1,0,0,-1,1,3,-1,1203,0,2,0,201,2228,240,-121,542,0,2,1,-5,0,1,-29,58,1511,438,453,394,511,638,658,564,706
254.812844,1033092,344814565,1,0,-2,0,-16,-10,1,0,0,0,-1,1,3,-1,1203,1,2,0,200,2228,240,-121,542,0,2,1,4,9,0,-52,77,1490,436,449,395,510,637,659,568,713
254.813831,1033096,344815552,1,0,-2,0,-16,-10,1,1,0,0,-1,1,3,-1,1202,1,2,0,199,2228,240,-121,542,0,2,1,-4,2,3,-57,136,1521,438,447,394,506,628,640,566,698
254.814817,1033100,344816538,1,0,-2,0,-16,-10,1,1,0,0,-1,1,3,-1,1202,1,2,0,199,2228,240,-121,542,0,2,1,4,5,1,-74,66,1491,438,444,394,503,630,642,564,716
254.815804,1033104,344817525,1,0,-2,0,-16,-11,0,1,0,0,-1,1,3,-1,1201,1,2,0,198,2228,240,-121,542,0,2,1,-1,0,3,-60,128,1500,438,448,388,502,629,652,570,719
254.816791,1033108,344818512,1,0,-2,0,-16,-11,-1,0,0,0,-1,1,3,-1,1201,1,2,0,198,2228,240,-121,542,0,2,1,0,-2,-1,-59,31,1447,437,451,384,503,630,651,566,706
254.817777,1033112,344819498,1,0,-2,0,-16,-11,-1,-1,0,0,0,1,1,-1,1200,1,2,0,198,2228,240,-121,541,0,2,1,0,-1,1,-59,31,1447,436,453,381,503,625,645,564,704
254.818764,1033116,344820485,1,-1,-2,0,-16,-11,-1,-1,0,0,0,1,1,-1,1200,1,2,0,198,2228,240,-121,541,0,2,1,-1,1,-2,-27,98,1464,435,452,382,504,621,637,568,704
254.819751,1033120,344821472,1,0,-2,0,-16,-11,0,1,0,0,0,1,1,-1,1200,1,2,0,198,2228,240,-121,541,0,2,1,0,6,4,-32,55,1461,439,445,389,501,620,648,556,701
254.820737,1033124,344822458,0,0,-2,0,-16,-11,-1,1,0,0,0,1,1,-1,1200,1,1,0,198,2228,240,-121,541,0,2,1,1,4,-1,-19,94,1494,441,447,387,499,628,652,564,713
254.821724,1033128,344823445,1,-1,-2,0,-16,-11,0,2,0,0,0,1,1,-1,1200,1,1,0,198,2228,240,-121,541,0,2,1,0,5,2,-34,55,1497,440,447,389,500,616,638,560,706
254.822711,1033132,344824432,0,0,-2,0,-16,-11,-1,1,0,0,0,1,1,-1,1200,1,1,0,198,2228,240,-121,541,0,1,0,1,0,0,-27,34,1482,441,450,388,498,626,644,560,706
254.823697,1033136,344825418,0,-1,-1,0,-16,-11,-1,1,0,0,0,1,1,-1,1200,1,1,0,198,2232,240,-121,541,0,2,0,1,-1,-1,-40,-3,1454,440,452,387,499,619,638,547,688
254.824684,1033140,344826405,0,-1,-1,0,-16,-11,-1,1,0,0,0,1,3,-1,1200,1,1,0,198,2232,240,-121,541,0,1,0,0,-4,0,-25,-1,1421,440,453,387,499,622,630,554,688
254.825671,1033144,344827392,0,-1,-1,0,-16,-11,-2,-1,0,0,0,1,3,-1,1199,1,1,0,198,2232,240,-121,541,1,2,0,3,3,-1,-19,-7,1429,438,459,379,498,626,629,554,691
254.826657,1033148,344828378,0,0,-1,0,-16,-11,-1,0,0,0,0,1,3,-1,1199,1,1,0,197,2232,240,-121,541,1,2,0,-2,0,1,-9,33,1440,437,453,382,496,625,634,560,693
254.827644,1033152,344829365,0,0,-1,0,-16,-11,-1,0,0,0,0,1,3,-1,1198,1,1,0,197,2232,115,-121,541,1,1,0,2,9,1,-29,6,1442,438,449,384,493,622,638,551,701
