before_file,before_group,before_start,before_end,before_th_mean,before_th_std,before_speed,before_voltage,before_sp_max,before_acc_max,before_current,before_rpm_mean,before_rpm_min,before_motor_top_pct,before_motor_bottom_pct,before_shake_err_roll,before_shake_err_pitch,before_shake_err_yaw,before_shake_gyro_roll,before_shake_gyro_pitch,before_shake_gyro_yaw,before_shake_sp_roll,before_shake_sp_pitch,before_shake_sp_yaw,before_high_gyro_roll,before_high_gyro_pitch,before_high_gyro_yaw,before_high_raw_roll,before_high_raw_pitch,before_high_raw_yaw,before_high_D_roll,before_high_D_pitch,before_D_roll,before_D_pitch,before_shake_combined,before_shake_peak,before_shake_peak_t,before_shake_time_gt8,before_motor_activity_roll,before_motor_activity_pitch,before_rpm_min_p05,before_trigger,before_pre_th_min,before_pre_speed,before_pre_sp_max,before_pre_acc_max,before_pre_rpm_min,before_pre_low_rpm_p05,before_pre_low_rpm_median,before_pre_low_duration,before_eligible,today_file,today_group,today_start,today_end,today_th_mean,today_th_std,today_speed,today_voltage,today_sp_max,today_acc_max,today_current,today_rpm_mean,today_rpm_min,today_motor_top_pct,today_motor_bottom_pct,today_shake_err_roll,today_shake_err_pitch,today_shake_err_yaw,today_shake_gyro_roll,today_shake_gyro_pitch,today_shake_gyro_yaw,today_shake_sp_roll,today_shake_sp_pitch,today_shake_sp_yaw,today_high_gyro_roll,today_high_gyro_pitch,today_high_gyro_yaw,today_high_raw_roll,today_high_raw_pitch,today_high_raw_yaw,today_high_D_roll,today_high_D_pitch,today_D_roll,today_D_pitch,today_shake_combined,today_shake_peak,today_shake_peak_t,today_shake_time_gt8,today_motor_activity_roll,today_motor_activity_pitch,today_rpm_min_p05,today_trigger,today_pre_th_min,today_pre_speed,today_pre_sp_max,today_pre_acc_max,today_pre_rpm_min,today_pre_low_rpm_p05,today_pre_low_rpm_median,today_pre_low_duration,today_eligible
LOG00008,Idle off,43.778474,44.778474,30.040138067061147,2.786091190709543,28.51891549484302,23.99118343195266,111.0,2.0509344134582888,5.50886587771203,13028.574950690336,7385.714285714285,0.0,0.0,2.82541803462463,2.825465282732182,0.9402067208696012,3.479882913638699,3.624516473294429,0.9659661395150276,1.9925300375381123,2.6685403915927126,0.7247372458263502,0.4801290660823938,0.5631614696011338,0.3520746777442322,6.876138425520866,8.859953784450683,5.007920447231588,2.4546268053329774,3.334250559727044,8.92114258432528,9.334671642567628,2.825441658777167,5.207984981438669,43.78471,0.0,2.4546268053329774,3.334250559727044,8914.285714285714,43.728474,0.0,42.2817131493593,764.0,6.9630037060472585,3257.1428571428573,3385.714285714286,3514.285714285714,0.6454979999967065,True,LOG00008,Idle 35,9.001754,10.001754,29.823767258382645,4.803025140684187,35.399695103040095,24.553481262327416,128.0,2.6283675799641295,5.322080867850099,13191.494082840236,8271.42857142857,0.0,0.0,3.2168579192845623,2.9098055822630355,0.8785225741030225,3.256103340157198,2.956672069748953,0.8411681028640696,0.7043485879496497,0.7951726215174524,0.4778231848045571,0.48729010363067926,0.5751904385725112,0.369588169900918,4.827328559487496,5.370469940653919,4.6132150566253065,2.406516859641692,3.3968192043448497,9.829011519762366,9.596699794346012,3.067176502863254,5.9312231923984715,9.002075,0.0,2.406516859641692,3.3968192043448497,8852.142857142857,8.951754,0.0,30.54811344078065,489.0,6.875273629725351,3300.0,3385.714285714286,3500.0,0.37999499999259,True
LOG00008,Idle off,80.476788,81.476788,42.95729783037475,10.99333404783253,22.45101749931707,23.322731755424066,117.0,4.854651409170944,10.584595660749509,16687.940264863344,9657.142857142857,0.0,0.0,2.102152714480089,2.3277513948994724,1.034570115810332,3.1891770151260506,2.686896515783987,1.1677917853628244,1.945667434616952,1.7885435121146387,1.208155542045564,0.4375074524578624,0.6583631378029068,0.3523350166002834,5.187437794561653,6.229343934932992,7.547551332575156,2.0544154409410145,3.636193896987215,6.030739795846535,7.340882791448923,2.217822422045152,3.2817857356944,81.31966,0.0,2.0544154409410145,3.636193896987215,10328.57142857143,80.426788,0.0,23.24504789476998,1170.0,2.506386134381604,3314.285714285714,3457.1428571428573,3528.5714285714284,0.6741209999965605,True,LOG00008,Idle 35,37.415613,38.415613,38.88165680473373,5.809571678984809,19.166535105058763,23.728037475345168,81.0,3.6806713821771537,8.629664694280079,15867.31825866441,10500.0,0.0,0.0,3.79739805289667,3.68347578646247,1.173753497479287,3.822574141207168,3.7854649969679492,1.280594596091914,0.5585179384818618,0.3439434795598666,0.6863730082325052,0.3615986622584713,0.44996307353419523,0.2919795938104155,2.168743472587911,2.978355583539738,5.273922654479013,1.5920599910748392,2.516651148051769,10.104727739154864,8.458041235325206,3.7408706100050244,9.693150716492834,37.470189,0.10157790927021697,1.5920599910748392,2.516651148051769,10800.0,37.365613,0.0,30.70597017086934,943.0,6.22674003166105,3385.714285714286,3457.1428571428573,3514.285714285714,1.4775389999711876,True
LOG00008,Idle off,85.857654,86.857654,36.17426035502958,3.2060221617824958,10.973365903260222,23.41660749506904,25.0,2.4244747851557875,7.315808678500986,14729.857001972388,8342.857142857143,0.0,0.0,4.888813428971213,5.558501025351058,1.7657933552722098,4.844621999885609,5.435848293790422,1.6589400974281086,0.7521348131878973,1.1826998882914976,0.4766616719421282,0.6598094966010839,0.6340604212688998,0.4633673003043654,5.269881603796745,5.787555347846364,6.610760367376551,3.5102829808671485,3.8362640782360233,12.349967459571118,14.857674552117736,5.234378205294209,12.131188869036835,86.030626,0.2307692307692307,3.5102829808671485,3.8362640782360233,9856.42857142857,85.807654,0.0,29.22510496758573,175.0,0.9003569954572458,3400.0,3457.1428571428573,3514.285714285714,1.1103749999943346,True,LOG00004,Idle 35,118.311996,119.311996,30.202761341222885,8.097578732536645,12.238332459645246,23.20024654832347,91.0,2.317438625687579,5.667544378698224,12760.20357847281,5157.142857142857,0.0,0.0,5.461611644722487,5.618690288579652,1.000400827820254,5.8734910180300135,5.791383050183432,1.0346763830133627,2.0190180526799213,1.0241159691796702,0.9161883366895915,0.4592377995843504,0.6162913548587032,0.3483717657805599,2.3634620696038375,4.244925270381088,4.925068804907348,2.205470393973247,3.5684916956526207,15.369351402211313,13.502720888783657,5.5407076405792965,13.733800053978648,118.380386,0.15877712031558186,2.205470393973247,3.5684916956526207,6342.142857142858,118.261996,0.0,27.82700344873556,183.0,1.0756649755112537,3171.4285714285716,3428.5714285714284,3500.0,0.7037309999964094,True
LOG00008,Idle off,104.786333,105.786333,29.48846153846154,3.3155444961152187,15.218182672868291,22.912662721893494,23.0,2.109904413544036,4.885384615384615,12320.505776275006,7600.0,0.0,0.0,5.737533058395204,4.359470191324983,1.470701914172752,5.725894242235133,4.736243923166872,1.7039963260136388,0.7650484574208554,1.07951429843913,0.7371496260084085,0.6400653724382118,0.8422811540493286,0.5250283142289499,9.043713239845887,8.926323265158878,7.646019105378258,3.420412839156107,4.990523322308014,13.929450304976738,12.936577197458329,5.095304993090646,10.585697572542118,104.956336,0.1499013806706114,3.420412839156107,4.990523322308014,8242.857142857143,104.736333,4.5,51.78332675077922,209.0,0.9060066159408892,3128.5714285714284,3442.8571428571427,3514.285714285714,0.7580159999961325,True,LOG00004,Idle 35,57.529588,58.529588,29.111439842209073,13.17402588001886,24.44996464932484,23.712268244575935,73.0,3.166634162100226,5.6366765285996046,12555.374753451677,3300.0,0.0,0.0,1.4828472662156473,1.6723051842188956,0.8379420960240983,1.4697431394208917,1.5610901592163655,0.8168909491937674,0.47213848794809743,0.7495408715356275,0.4297585458651773,0.43846793503024023,0.5283137659885447,0.3437474254392198,3.287502899750149,4.676025445832707,3.527330299514513,1.9227510285901774,2.9065878500630977,3.6170209063103838,6.853424546012712,1.5804177682006446,3.090510982145325,58.500691,0.0,1.9227510285901774,2.9065878500630977,4023.5714285714284,57.479588,0.0,47.096312890896066,183.0,5.390099784585617,3214.285714285714,3385.714285714286,3500.0,0.33163199999830795,True
LOG00008,Idle off,114.305726,115.305726,40.05059171597633,5.223165159649912,16.80067207330055,23.002376725838264,43.0,3.092612317450236,8.492712031558186,15796.590588898282,7785.714285714285,0.0,0.0,5.532110108483073,4.812134034818647,1.341308681469993,5.654041978641399,4.781370936480823,1.45376153733354,1.2538719238611975,0.8852308772761123,1.0274491837714157,0.5971811895671494,0.7021022178806406,0.4602081287472031,4.5386961193500905,5.259901397403272,7.421286262948894,3.2315475100536144,4.330770911845545,13.956999332763235,12.38871567734615,5.184634809774002,12.397385556258495,114.421471,0.2021696252465483,3.2315475100536144,4.330770911845545,11714.285714285714,114.255726,0.0,34.61886413074514,138.0,0.7896101156102753,3414.285714285714,3457.1428571428573,3500.0,1.4350979999926778,True,LOG00002,Idle 35,102.270862,103.270862,37.60936883629191,14.987166798136428,10.012590098390909,23.22183431952663,90.0,6.851465117959736,7.731420118343194,15167.83953226261,10085.714285714286,1.3806706114398422,0.0,5.514047687355794,6.732355502689702,1.455251479874101,5.624610273986275,7.139712990161802,1.9013518953583999,0.9865517837895525,1.9164945846569823,1.3512842709759985,0.6879464009344625,0.6728442376044278,0.4044203055462975,5.220142888078719,5.540872023544059,4.6824047277557375,3.157136357907305,3.334616363784727,11.336436516798756,15.370474270169442,6.153427196003465,15.682166226729143,102.339249,0.15581854043392504,3.157136357907305,3.334616363784727,10400.0,102.220862,0.0,30.489617168794965,113.0,1.3363269439040837,3400.0,3457.1428571428573,3542.8571428571427,0.9751559999950246,True
LOG00008,Idle off,134.227607,135.227607,54.56410256410256,16.744491670842816,22.204027482753915,22.155976331360943,144.0,7.133494182656758,14.5955325443787,19075.602282333053,9028.57142857143,2.6627218934911245,0.0,2.295225785579428,2.869662611250106,1.124407453265358,2.287882831180707,2.885688377597009,1.0896076872309854,0.1913460509617945,1.7802574685580348,0.646851447858669,0.6831013314879585,0.937823983125586,0.4438173958998043,3.729765805597199,5.294305912319072,7.233885079667718,3.1033674755908884,4.800841211682935,6.829423521866662,8.993422974859667,2.5983672670732543,3.7799918995088144,134.335458,0.0,3.1033674755908884,4.800841211682935,11371.42857142857,134.177607,0.0,50.25002045844996,1170.0,6.552689148793722,3085.714285714286,3428.5714285714284,3528.5714285714284,0.9751559999950246,True,LOG00008,Idle 35,200.30645700000002,201.30645700000002,52.77800788954635,25.711439974034892,16.91333401290902,22.110394477317552,109.0,6.875817978488543,12.817159763313608,18149.54916877994,9414.285714285714,17.357001972386588,0.0,4.460464845083598,9.789443570322574,2.0737312151631127,4.5204165187277345,10.169086728758515,2.1300156013159492,0.6604298545834348,0.9763686065366971,0.1248775687332947,0.6054466703373745,0.8693746206638157,0.44266133150550085,2.7812312862202315,5.101854471969909,5.4006852328992005,2.2340909614956628,3.529477494607197,8.807664315261754,14.652449627243067,7.606870317376147,24.891638513145548,200.378793,0.1883629191321499,2.2340909614956628,3.529477494607197,9828.57142857143,200.256457,0.0,43.22005295682353,943.0,2.984536451196689,3200.0,3428.5714285714284,3514.285714285714,1.4193059999723232,True
LOG00008,Idle off,136.456252,137.456252,52.02998027613413,17.592047821329228,26.30566985709597,22.258905325443784,122.0,6.346488530663676,13.29749506903353,18413.12341504649,8085.714285714285,0.0,0.0,4.86828657869478,5.829457605450682,1.168861439601386,4.745111401441851,5.934355579138527,1.1877339800646614,1.0144188158242573,1.6311743992139112,0.3906058756572909,0.5924779310862477,0.9179965982903678,0.4358942832538857,3.644278968260343,5.372298564791296,6.424924642098486,2.8090798493993523,4.99756158053815,12.207484689556622,14.761282583530743,5.37041852121632,11.889574618739648,136.692355,0.2268244575936883,2.8090798493993523,4.99756158053815,9628.57142857143,136.406252,0.0,41.68554051637449,1170.0,7.133494182656758,3100.0,3385.714285714286,3528.5714285714284,0.8419109999957044,True,LOG00002,Idle 35,322.350503,323.350503,52.31173570019723,24.473462469211846,20.948833248342996,21.52024654832347,97.0,5.865886396661325,13.336341222879684,18331.864609749227,7185.714285714285,0.0,0.0,3.90838850273773,3.749354583212344,0.8454869025991526,4.2442397929654945,4.701036630563508,0.844842823954584,1.2034262729216698,2.5694989633109393,0.10649896109599574,0.5461035791019555,0.6495739641481536,0.3936544345359998,3.072926617479525,6.02814071152908,5.186678930263346,2.4171016242746446,2.93386924427991,8.438371548967377,11.33995919552681,3.8296971472289987,8.748134521788193,322.394229,0.08777120315581854,2.4171016242746446,2.93386924427991,7357.142857142857,322.300503,0.0,41.26606641832718,943.0,5.658387765449361,3271.4285714285716,3442.8571428571427,3514.285714285714,1.487408999992411,True
LOG00008,Idle off,138.804278,139.804278,34.70424063116371,9.379971095727978,14.650157520321208,22.54570019723866,103.0,3.0739820842456624,7.018175542406312,13641.64201183432,5400.0,0.0,0.0,8.079128921023031,5.255605291551346,1.3587761152490423,8.5075916103491,5.618854686268035,1.2878307784835767,2.6464536913858328,2.702358683100005,0.3106945885874306,0.6117842003440821,0.95991832550032,0.4834230413015831,4.315993016078198,6.9587983790661285,5.475481244367813,3.176873412632742,5.811648177929912,19.77302168581654,14.14827091978818,6.815192994446059,16.046980427597447,139.047287,0.3658777120315581,3.176873412632742,5.811648177929912,7869.285714285716,138.754278,0.0,46.356412254420405,1011.0,6.389417109790525,3128.5714285714284,3414.285714285714,3528.5714285714284,1.0560899999946116,True,LOG00008,Idle 35,197.049756,198.049756,38.33422090729783,15.234053082098733,13.847635399467547,22.41610453648915,84.0,5.291592780170594,8.001055226824459,14905.483939137786,6071.428571428572,0.0,0.0,6.74115676471675,6.404282736760389,1.526054778933771,6.7422067554918845,6.8563224006742525,1.5321472825823457,0.39982918012952073,1.646697077871973,0.10260403647074152,0.531416186467632,0.6446111393046386,0.47598571128937334,2.7790744956689677,3.978026734094442,5.486771991953896,2.316477318402587,3.3801339814230595,14.320438215722845,15.142843851836567,6.574877637601083,14.07571066089265,197.129984,0.20414201183431951,2.316477318402587,3.3801339814230595,6314.285714285715,196.999756,0.0,48.68319585192765,943.0,2.3165639273642826,3285.714285714286,3428.5714285714284,3500.0,1.4735909999712646,True
LOG00008,Idle off,145.709281,146.709281,40.570216962524654,13.225660930687695,21.29089681132965,22.518895463510848,131.0,4.332656938997912,9.385108481262328,15430.04719639335,8185.714285714285,0.0,0.0,3.094300870364224,3.411331914290281,1.011795874056496,3.278310206896247,3.648454623409021,0.9403256013554332,1.0619892291103814,1.6904544521959803,0.3394924935259862,0.5128195531046623,0.6820578313539671,0.4291898035335964,4.821975611800016,7.793181696918793,5.5278505670472,2.6457424686540487,3.9611882244823504,7.728313170258675,9.709894504166936,3.2566764734766176,5.952835666442981,146.321273,0.0,2.6457424686540487,3.9611882244823504,8800.0,145.659281,0.0,40.048000689446056,1170.0,6.200921366279913,3000.0,3414.285714285714,3514.285714285714,0.771833999996062,True,LOG00008,Idle 35,112.047359,113.047359,41.54418145956607,10.049839345895785,11.998007486646836,23.03355029585799,116.0,5.4862630479700485,8.504654832347137,16495.801634263174,12457.142857142857,0.0,0.0,4.475778742692124,7.259374668494259,1.2228623019047673,4.434755492288567,7.2081085533473015,1.233955589013584,0.5256119176895414,1.3435719482999022,0.3246762437699017,0.44965865571854136,0.6580427677678927,0.3626197136283937,2.3395799027677557,3.3148590510119544,5.548556964328447,1.9154494808837108,3.2674228841164856,10.606880651716757,14.86474191731039,6.03038622026446,18.229002170468192,112.09799,0.15877712031558186,1.9154494808837108,3.2674228841164856,12757.142857142857,111.997359,0.0,40.99937445293326,943.0,2.7269081836598765,3357.1428571428573,3442.8571428571427,3514.285714285714,1.48049999997113,True
LOG00008,Idle off,156.31202900000002,157.31202900000002,44.01114398422091,15.898959317194352,19.226074849979348,22.301725838264296,93.0,5.140009811369739,10.726873767258382,16445.26627218935,8471.42857142857,0.0,0.0,2.2208946940750427,3.035606390229614,0.884865651585773,2.317789878296654,3.437867489815285,0.8698951987606077,0.7365012819581911,1.3542595427358757,0.2945451791954999,0.5379107140640214,0.6766958695419781,0.3804385801404952,4.714353747368701,6.445002683332434,7.264956401383579,2.5049336664508792,3.659102364953952,6.368530867031992,9.169830904469723,2.659631496897037,5.939123338368063,157.204217,0.0,2.5049336664508792,3.659102364953952,9114.285714285714,156.262029,0.0,32.2687712758749,1170.0,7.242036935173226,3100.0,3428.5714285714284,3528.5714285714284,1.130114999994234,True,LOG00008,Idle 35,247.487742,248.487742,44.87465483234713,18.551695420833322,15.158868060265444,21.93937869822485,93.0,5.249819638923436,10.796834319526628,16484.703437588054,5657.142857142857,0.9861932938856016,0.2958579881656805,12.620469508033432,8.754691565431255,2.1772453860532575,12.57473636275064,9.335208364100032,2.1767175358991073,0.7359812908781056,1.73027010367683,0.14710242524396352,0.6230335970049634,0.7517958945775116,0.4757191585094056,4.4059663279433545,5.439432913625475,6.083044299747566,2.9608672789051216,3.6896939005791833,23.041447090486063,17.997452153670768,10.86095932708144,31.50989331105332,247.529493,0.30078895463510846,2.9608672789051216,3.6896939005791833,5952.142857142857,247.437742,0.0,44.11037880501697,943.0,5.373270089086496,3157.1428571428573,3428.5714285714284,3514.285714285714,1.307774999974498,True
