elapsed_s,time,rcCommand[3],setpoint[0],setpoint[1],setpoint[2],gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],vbatLatest,amperageLatest
241.800495,294897054,1349,-1,-10,0,-2,-11,0,0,-6,7,-454,-8,3763,788,859,764,878,1034,1068,980,1068,2194,635
241.801482,294898041,1349,-1,-10,0,-3,-11,0,-5,-3,-7,-496,-28,3748,785,851,772,880,1027,1064,987,1071,2194,635
241.802468,294899027,1349,-1,-10,0,-3,-11,0,-6,-16,-5,-432,-53,3787,790,845,776,876,1031,1079,997,1068,2194,635
241.803455,294900014,1349,-1,-10,0,-3,-11,0,-5,-21,5,-378,-29,3817,792,839,781,873,1024,1079,980,1079,2239,635
241.804442,294901001,1349,-1,-10,0,-3,-11,0,-1,-9,5,-434,-7,3757,793,841,777,873,1031,1064,1000,1079,2239,635
241.805428,294901987,1349,-1,-10,0,-3,-11,0,-1,1,-5,-531,-40,3728,796,842,779,871,1027,1083,1007,1071,2239,635
241.806415,294902974,1350,-1,-10,0,-3,-11,0,-4,-8,-6,-478,-67,3744,800,844,782,870,1017,1087,990,1079,2239,635
241.807401,294903960,1351,-1,-10,0,-3,-10,0,-6,-22,7,-395,-35,3778,802,861,770,873,1020,1068,1000,1064,2239,635
241.808388,294904947,1352,-1,-10,0,-3,-10,0,-3,-13,3,-410,-23,3750,803,864,771,877,1038,1071,1000,1071,2239,635
241.809375,294905934,1353,-1,-10,0,-3,-10,0,-1,-2,-4,-516,-53,3741,801,857,781,883,1031,1071,984,1083,2239,635
241.810361,294906920,1354,-1,-10,0,-3,-10,0,-6,-4,-5,-491,-64,3741,801,853,787,885,1034,1079,990,1071,2239,625
241.811348,294907907,1354,-1,-10,0,-4,-11,0,-4,-17,7,-410,-44,3770,805,839,803,883,1042,1071,984,1087,2239,625
241.812334,294908893,1354,-1,-10,0,-4,-11,0,-1,-16,3,-365,-57,3777,806,842,799,883,1042,1095,1000,1079,2239,625
241.813321,294909880,1355,-1,-10,0,-3,-11,0,-3,-8,-5,-476,-63,3781,813,854,787,877,1024,1060,1000,1099,2239,625
241.814307,294910866,1355,-1,-10,0,-3,-11,0,-4,-3,-4,-476,-63,3781,815,850,791,876,1031,1087,1003,1087,2239,625
241.815294,294911853,1355,-1,-10,0,-3,-10,0,-2,-11,5,-491,-34,3790,812,859,782,878,1031,1091,1017,1099,2239,625
241.81628,294912839,1355,-1,-10,0,-3,-10,0,-3,-17,3,-402,-21,3825,809,870,771,880,1027,1068,993,1091,2239,625
241.817267,294913826,1355,-1,-10,0,-3,-10,0,-1,-10,-5,-360,-32,3833,808,863,777,880,1038,1087,1017,1091,2239,625
241.818253,294914812,1355,-1,-10,0,-2,-10,0,-1,-1,-3,-427,-47,3813,810,865,775,879,1042,1071,1014,1091,2239,625
241.81924,294915799,1356,-1,-10,0,-3,-10,0,-6,-10,7,-421,-46,3841,810,863,779,880,1042,1099,1000,1087,2239,625
241.820227,294916786,1357,-1,-11,0,-3,-10,0,-3,-17,3,-284,-81,3898,807,855,791,890,1045,1091,1003,1087,2239,625
241.821213,294917772,1358,-1,-11,0,-3,-9,1,-3,-13,-6,-289,-71,3892,802,863,786,901,1042,1091,1000,1099,2239,625
241.8222,294918759,1358,-1,-11,0,-3,-10,1,1,-1,-1,-432,-52,3838,811,857,795,897,1024,1103,1007,1091,2239,625
241.823186,294919745,1359,-1,-11,0,-3,-11,1,-2,-8,8,-432,-65,3854,829,848,807,884,1042,1103,1010,1091,2199,625
241.824173,294920732,1360,-1,-11,0,-2,-11,1,-3,-17,1,-309,-110,3921,843,864,793,873,1038,1103,1010,1095,2199,625
241.82516,294921719,1360,-1,-11,0,-1,-10,0,-2,-16,-7,-344,-96,3937,842,880,779,875,1045,1079,1020,1071,2199,625
241.826146,294922705,1360,-1,-11,0,-1,-10,1,2,-4,1,-344,-96,3937,833,886,772,884,1049,1091,1020,1099,2199,625
241.827133,294923692,1361,-1,-11,0,-2,-10,1,-3,-3,10,-447,-30,3893,830,876,783,888,1053,1095,1007,1095,2199,625
241.828119,294924678,1361,0,-11,0,-2,-11,1,-3,-15,0,-364,-61,3928,829,862,796,889,1049,1115,1027,1091,2199,625
241.829106,294925665,1361,0,-11,0,-2,-11,1,-2,-22,-9,-243,-95,3979,827,857,800,892,1064,1095,1014,1111,2199,625
241.830092,294926651,1361,0,-11,0,-2,-10,1,2,-6,3,-376,-75,3955,825,860,796,892,1038,1107,1014,1095,2199,715
241.831079,294927638,1361,0,-10,0,-1,-10,1,-2,-1,11,-501,-12,3903,825,867,789,892,1049,1099,1027,1103,2199,715
241.832065,294928624,1361,0,-10,0,-2,-11,1,-2,-13,-1,-397,-45,3925,833,853,803,884,1064,1095,1024,1103,2199,715
241.833052,294929611,1361,0,-10,0,-1,-11,1,1,-19,-10,-291,-78,3965,840,855,801,880,1053,1091,1020,1099,2199,715
241.834039,294930598,1362,0,-10,0,0,-10,1,3,-10,5,-436,-56,3938,838,877,779,885,1056,1103,1020,1119,2199,715
241.835025,294931584,1362,0,-10,0,-1,-11,1,-3,-1,11,-534,-3,3891,838,875,782,886,1060,1107,1038,1099,2199,715
241.836012,294932571,1362,0,-10,0,0,-10,1,0,-7,-4,-463,-55,3918,836,876,783,889,1064,1099,1020,1111,2199,715
241.836998,294933557,1363,0,-10,0,0,-10,1,0,-19,-9,-439,-74,3949,829,882,777,896,1060,1083,1014,1103,2199,715
241.837985,294934544,1363,0,-10,0,-1,-10,1,1,-14,7,-578,-30,3939,825,876,782,901,1045,1103,1014,1075,2199,715
241.838971,294935530,1363,0,-10,0,0,-10,1,2,-4,12,-578,-30,3939,833,873,784,895,1056,1091,1017,1115,2199,715
241.839958,294936517,1363,0,-10,0,1,-11,1,-1,-9,-7,-541,-33,3952,849,870,787,878,1056,1107,1020,1115,2199,715
241.840945,294937504,1363,0,-10,0,1,-12,1,-1,-19,-9,-437,-89,3993,862,855,802,865,1045,1099,1031,1091,2199,715
241.841931,294938490,1363,0,-10,0,1,-11,1,2,-13,7,-471,-84,4018,856,857,800,870,1056,1083,1027,1124,2199,715
241.842918,294939477,1363,0,-10,0,0,-11,0,2,-3,10,-556,-38,3991,840,867,791,885,1060,1124,1020,1103,2275,715
241.843904,294940463,1363,0,-10,0,0,-11,1,-1,-7,-7,-492,-70,3992,835,865,792,890,1053,1128,1031,1095,2275,715
241.844891,294941450,1363,0,-10,0,1,-11,1,-1,-19,-8,-405,-97,4023,835,865,792,890,1045,1103,1020,1124,2275,715
241.845877,294942436,1363,0,-10,0,1,-11,1,0,-17,9,-497,-48,4034,836,868,789,890,1064,1091,1024,1107,2275,715
241.846864,294943423,1364,1,-10,0,1,-11,1,5,-6,9,-533,-20,4025,838,868,790,889,1056,1119,1020,1115,2275,715
241.847851,294944410,1364,1,-10,0,1,-12,1,-1,-7,-8,-464,-47,4028,848,863,797,881,1064,1107,1014,1111,2275,715
241.848838,294945397,1364,1,-10,0,1,-13,1,2,-17,-7,-422,-57,4044,862,856,805,868,1064,1095,1024,1119,2275,715
241.849824,294946383,1364,1,-10,0,2,-12,0,3,-15,7,-487,-24,4046,866,865,798,865,1075,1095,1020,1119,2275,737
241.85081,294947369,1365,1,-10,0,3,-11,0,7,-7,7,-513,-24,4047,857,889,775,875,1068,1119,1034,1103,2275,737
241.851797,294948356,1365,1,-10,0,3,-11,0,-2,-8,-8,-451,-76,4072,846,897,768,885,1064,1103,1031,1099,2275,737
241.852784,294949343,1365,1,-10,0,3,-11,0,4,-13,-5,-451,-76,4072,846,888,778,886,1060,1124,1020,1111,2275,737
241.85377,294950329,1365,1,-10,0,3,-11,0,3,-14,6,-423,-34,4115,847,888,780,885,1071,1119,1020,1103,2275,737
241.854757,294951316,1365,1,-10,0,3,-11,0,6,-8,6,-410,3,4144,847,882,787,885,1068,1103,1034,1107,2275,737
241.855743,294952302,1366,1,-10,0,3,-10,0,-2,-7,-7,-424,16,4130,840,883,788,892,1071,1119,1017,1128,2275,737
241.85673,294953289,1366,1,-10,0,3,-10,0,1,-10,-2,-441,-50,4108,834,891,780,898,1075,1115,1031,1103,2275,737
241.857716,294954275,1366,1,-10,0,2,-10,0,5,-12,3,-468,-36,4121,827,882,789,905,1064,1128,1017,1115,2275,737
241.858703,294955262,1366,1,-10,0,2,-9,0,7,-8,3,-452,-3,4141,824,885,787,909,1079,1103,1034,1111,2275,737
241.85969,294956249,1366,1,-10,0,3,-9,0,0,-10,-6,-419,-3,4142,833,893,781,902,1064,1103,1024,1124,2275,737
241.860676,294957235,1367,1,-10,0,3,-10,-1,2,-10,-1,-454,-49,4130,850,887,789,885,1075,1103,1027,1115,2275,737
241.861663,294958222,1367,1,-10,0,3,-11,-1,7,-12,0,-454,-60,4158,865,884,794,871,1079,1119,1042,1128,2275,737
241.862649,294959208,1367,1,-10,0,4,-11,-1,5,-10,1,-459,-33,4164,867,886,794,870,1064,1119,1014,1115,2275,737
241.863637,294960196,1368,1,-10,0,3,-11,-1,0,-10,-2,-485,-24,4136,860,887,795,877,1083,1124,1034,1107,2197,737
241.864622,294961181,1368,1,-10,0,4,-11,-1,2,-7,0,-505,-40,4115,858,889,793,878,1071,1115,1020,1115,2197,737
241.865609,294962168,1368,1,-10,0,4,-10,-1,5,-12,-2,-462,-38,4153,858,894,789,879,1079,1115,1031,1128,2197,737
241.866595,294963154,1368,1,-10,0,4,-10,-1,3,-13,0,-462,-38,4153,852,895,787,885,1091,1111,1020,1124,2197,737
241.867582,294964141,1368,1,-10,0,3,-10,-1,0,-11,2,-456,-57,4158,842,895,787,895,1068,1119,1034,1124,2197,737
241.868568,294965127,1368,1,-10,0,3,-10,-1,1,-7,-1,-504,-67,4133,838,886,796,899,1083,1103,1031,1115,2197,737
241.869599,294966158,1368,1,-10,0,2,-11,-1,6,-11,-6,-502,-101,4136,846,867,816,890,1091,1115,1031,1136,2197,737
241.870542,294967101,1368,1,-10,0,3,-11,-1,6,-12,-3,-483,-74,4146,851,875,808,885,1068,1115,1027,1141,2197,692
241.871528,294968087,1368,1,-10,0,4,-10,-2,1,-12,5,-540,-57,4129,850,894,790,885,1079,1115,1034,1124,2197,692
241.872515,294969074,1368,1,-10,0,3,-10,-2,0,-8,-1,-568,-106,4123,847,898,789,887,1071,1128,1038,1128,2197,692
241.873501,294970060,1369,1,-10,0,3,-11,-1,3,-10,-9,-531,-120,4154,846,891,799,890,1079,1115,1031,1128,2197,692
241.874488,294971047,1369,1,-10,0,2,-11,-2,4,-13,-3,-523,-97,4170,844,882,811,894,1071,1132,1024,1128,2197,692
241.875474,294972033,1370,1,-10,0,2,-10,-2,0,-9,9,-583,-70,4158,836,884,812,903,1091,1124,1031,1119,2197,692
241.876461,294973020,1370,1,-10,0,2,-9,-2,-1,-5,-2,-558,-113,4183,828,902,796,912,1087,1119,1038,1103,2197,692
241.87745,294974009,1370,1,-10,0,2,-9,-1,2,-9,-10,-506,-110,4207,826,907,792,915,1064,1111,1031,1128,2197,692
241.878434,294974993,1371,1,-10,0,1,-10,-1,2,-17,0,-524,-56,4193,831,885,813,913,1091,1128,1020,1124,2197,692
241.879421,294975980,1371,1,-10,0,1,-10,-1,3,-9,11,-579,-44,4156,840,874,825,906,1079,1128,1045,1128,2197,692
241.880407,294976966,1371,1,-10,0,2,-10,-1,1,-5,-3,-579,-44,4156,847,887,813,902,1060,1115,1042,1119,2197,692
241.881394,294977953,1372,1,-10,0,3,-9,-1,4,-8,-12,-566,-114,4172,857,908,793,895,1083,1128,1031,1111,2197,692
241.88238,294978939,1372,1,-10,0,4,-9,-1,5,-16,1,-501,-91,4207,867,920,782,887,1079,1128,1027,1124,2197,692
241.883367,294979926,1372,1,-10,0,3,-10,-1,2,-10,13,-529,-14,4212,868,914,789,887,1064,1132,1053,1141,2204,692
241.884354,294980913,1373,1,-10,0,3,-10,-1,-1,-5,-3,-557,-18,4205,864,894,809,892,1071,1103,1034,1128,2204,692
241.88534,294981899,1373,1,-10,0,2,-10,0,5,-5,-12,-569,-93,4208,854,891,812,904,1071,1128,1038,1124,2204,692
241.886327,294982886,1373,1,-10,0,2,-9,0,5,-15,4,-612,-80,4184,841,905,799,919,1060,1115,1042,1115,2204,692
241.887313,294983872,1374,1,-10,0,2,-8,0,0,-9,14,-675,-45,4144,833,911,794,929,1071,1119,1038,1124,2204,692
241.8883,294984859,1374,1,-10,0,2,-9,0,-1,-7,-5,-667,-96,4140,835,904,801,930,1091,1141,1053,1124,2204,692
241.889286,294985845,1374,2,-10,0,1,-10,0,4,-7,-12,-638,-126,4142,847,886,820,920,1079,1103,1053,1145,2204,692
241.890273,294986832,1375,2,-10,0,1,-10,1,3,-17,9,-674,-57,4136,860,876,828,909,1079,1136,1034,1128,2204,862
241.89126,294987819,1375,2,-10,0,2,-10,1,4,-8,12,-675,-48,4122,867,884,820,904,1068,1115,1045,1136,2204,862
241.892246,294988805,1375,2,-10,0,2,-9,1,0,-4,-9,-664,-125,4120,864,901,803,908,1091,1128,1045,1128,2204,862
241.893233,294989792,1375,2,-10,0,3,-9,1,0,-6,-10,-664,-125,4120,857,913,791,916,1091,1141,1064,1107,2204,862
241.894219,294990778,1375,2,-10,0,2,-9,1,3,-17,12,-657,-107,4108,851,902,802,923,1079,1132,1049,1128,2204,862
241.895206,294991765,1376,2,-10,0,1,-9,1,2,-8,11,-671,-23,4096,844,895,809,932,1083,1128,1042,1145,2204,862
241.896193,294992752,1376,2,-10,0,1,-8,1,-1,-2,-10,-643,-74,4103,841,897,806,937,1087,1128,1042,1128,2204,862
241.897179,294993738,1376,2,-10,0,2,-8,1,5,-4,-8,-623,-139,4129,842,900,802,937,1068,1128,1049,1154,2204,862
241.898166,294994725,1376,2,-10,0,2,-7,1,3,-12,13,-614,-103,4159,843,910,793,935,1075,1128,1053,1128,2204,862
241.899152,294995711,1376,2,-10,0,2,-7,1,1,-8,6,-564,-116,4190,844,921,783,935,1079,1141,1049,1132,2204,862
241.900139,294996698,1376,2,-10,0,2,-7,1,0,-3,-11,-557,-163,4211,846,914,791,934,1091,1128,1053,1141,2204,862
241.901125,294997684,1377,2,-10,0,2,-7,1,4,-5,-3,-588,-179,4200,852,911,797,929,1091,1128,1049,1154,2204,862
241.902112,294998671,1377,2,-10,0,3,-7,1,3,-11,12,-542,-120,4208,857,916,793,925,1079,1141,1031,1128,2204,862
241.903098,294999657,1377,2,-10,0,3,-7,0,4,-9,1,-516,-151,4213,858,919,792,925,1087,1115,1031,1149,2199,862
241.904085,295000644,1378,2,-10,0,3,-7,0,0,-7,-12,-559,-186,4216,860,913,798,923,1091,1128,1031,1128,2199,862
241.905072,295001631,1378,2,-10,0,3,-8,0,2,-8,2,-559,-186,4216,867,901,812,917,1071,1136,1042,1136,2199,862
241.906058,295002617,1378,2,-10,0,2,-9,0,3,-12,10,-583,-150,4214,876,888,828,909,1079,1115,1042,1145,2199,862
241.907045,295003604,1379,3,-10,0,2,-9,0,5,-9,-4,-486,-133,4256,878,887,832,909,1083,1124,1031,1115,2199,862
241.908031,295004590,1379,3,-9,0,3,-8,0,1,-7,-10,-473,-137,4266,871,902,819,918,1071,1119,1034,1141,2199,862
241.909018,295005577,1380,3,-9,0,3,-8,0,1,-7,6,-563,-127,4226,865,913,812,925,1091,1141,1049,1132,2199,862
241.910004,295006563,1380,3,-9,0,3,-9,0,2,-15,7,-534,-99,4207,868,904,823,923,1091,1154,1053,1128,2199,795
241.910991,295007550,1380,3,-9,0,2,-10,0,1,-15,-8,-472,-119,4217,877,885,842,915,1079,1124,1034,1136,2199,795
241.911977,295008536,1381,3,-9,0,2,-11,0,2,-7,-7,-507,-138,4217,884,871,857,909,1091,1124,1031,1128,2199,795
241.912964,295009523,1381,3,-9,0,2,-11,-1,3,-3,8,-570,-109,4194,879,869,859,912,1095,1145,1031,1136,2199,795
241.913951,295010510,1381,3,-9,0,1,-10,-1,0,-11,3,-453,-119,4215,867,882,848,924,1087,1124,1053,1136,2199,795
241.914937,295011496,1381,4,-9,0,1,-9,0,-1,-13,-10,-409,-139,4227,847,900,829,944,1099,1136,1042,1149,2199,795
241.915924,295012483,1381,4,-8,0,1,-8,0,2,-8,-1,-530,-129,4198,832,912,817,959,1103,1128,1053,1132,2199,795
241.91691,295013469,1381,4,-8,0,1,-8,-1,-2,-6,10,-556,-98,4189,832,906,823,959,1083,1141,1049,1132,2199,795
241.917897,295014456,1381,4,-8,0,0,-9,0,-1,-14,-1,-450,-118,4223,847,886,843,943,1087,1145,1053,1141,2199,795
241.918883,295015442,1381,4,-8,0,0,-10,0,1,-15,-11,-480,-105,4231,862,866,861,927,1083,1154,1053,1115,2199,795
241.91987,295016429,1380,4,-8,0,0,-10,0,5,-3,4,-480,-105,4231,867,864,860,920,1079,1136,1038,1154,2199,795
241.920857,295017416,1380,4,-8,0,1,-9,-1,0,0,8,-561,-38,4204,862,884,837,920,1099,1119,1049,1141,2199,795
241.921843,295018402,1379,4,-8,0,2,-7,-1,0,-11,-7,-464,-88,4219,849,920,799,930,1091,1128,1056,1167,2199,795
241.92283,295019389,1379,4,-8,0,2,-6,-1,0,-16,-9,-421,-110,4241,839,938,779,938,1087,1145,1064,1158,2199,795
241.923816,295020375,1379,4,-8,0,2,-7,0,3,-6,10,-557,-72,4231,839,921,794,938,1095,1132,1060,1154,2163,795
241.924803,295021362,1378,4,-8,0,1,-9,0,0,-5,6,-534,-92,4241,849,878,835,926,1083,1128,1053,1149,2163,795
241.925789,295022348,1378,4,-8,0,0,-10,0,-1,-10,-10,-425,-142,4274,862,849,863,914,1091,1154,1056,1172,2163,795
241.926776,295023335,1378,4,-8,0,1,-10,0,3,-12,-7,-465,-129,4286,865,853,857,910,1107,1128,1068,1163,2163,795
241.927763,295024322,1378,4,-8,0,2,-8,0,6,-3,11,-579,-75,4278,855,886,824,921,1075,1136,1056,1167,2163,795
241.928749,295025308,1378,4,-8,0,3,-7,0,1,-5,2,-515,-131,4292,845,923,788,930,1091,1115,1060,1141,2163,795
241.929736,295026295,1378,4,-8,0,3,-7,-1,0,-13,-13,-445,-162,4310,849,928,783,925,1095,1132,1056,1167,2163,795
241.930722,295027281,1378,4,-8,0,3,-8,-1,5,-14,-2,-561,-100,4304,858,912,800,915,1099,1141,1064,1163,2163,872
241.931709,295028268,1378,4,-8,0,3,-9,-1,3,-3,12,-619,-43,4305,864,891,822,908,1111,1128,1064,1158,2163,872
241.932696,295029255,1378,4,-8,0,3,-9,-1,3,-2,-2,-619,-43,4305,862,882,831,906,1071,1149,1053,1154,2163,872
241.933682,295030241,1377,4,-8,0,3,-8,-1,4,-8,-13,-561,-82,4321,854,893,817,912,1079,1141,1060,1145,2163,872
241.934669,295031228,1377,4,-8,0,4,-7,-1,7,-8,2,-565,-71,4327,841,914,792,923,1091,1136,1049,1167,2163,872
241.935655,295032214,1376,4,-8,0,4,-5,-1,4,-2,11,-655,5,4320,829,939,765,934,1087,1145,1049,1167,2163,872
241.936642,295033201,1376,4,-8,0,4,-5,-1,2,-7,-4,-630,-20,4317,825,936,767,935,1103,1154,1049,1145,2163,872
241.937628,295034187,1376,4,-8,0,4,-6,-1,4,-12,-11,-601,-71,4306,836,911,792,923,1095,1154,1053,1136,2163,872
241.938615,295035174,1375,4,-8,0,4,-7,-1,7,-8,2,-658,-31,4295,853,887,814,905,1087,1132,1045,1145,2163,872
241.939601,295036160,1375,4,-8,0,4,-8,-1,6,-2,8,-666,-2,4299,861,877,823,894,1095,1149,1053,1149,2163,872
241.940588,295037147,1374,4,-8,0,4,-8,-1,0,-6,-6,-602,-28,4279,861,883,815,892,1099,1136,1053,1158,2163,872
241.941575,295038134,1374,4,-8,0,5,-7,-1,7,-8,-8,-616,-84,4247,854,892,805,896,1099,1149,1060,1154,2163,872
241.942561,295039120,1374,4,-8,0,5,-7,-1,3,-9,2,-661,-20,4236,844,901,796,904,1071,1128,1053,1154,2163,872
241.943548,295040107,1373,4,-8,0,4,-6,-1,5,-5,6,-639,-8,4255,834,902,794,913,1103,1141,1053,1163,2327,872
241.944534,295041093,1373,4,-8,0,4,-6,-1,1,-9,-5,-566,-47,4262,827,901,795,920,1079,1149,1042,1149,2327,872
241.945521,295042080,1373,4,-8,0,4,-6,-1,3,-6,-5,-572,-43,4252,826,894,798,918,1095,1128,1064,1167,2327,872
241.946508,295043067,1372,4,-8,0,4,-7,-1,7,-6,0,-579,-10,4262,831,876,812,909,1095,1154,1042,1163,2327,872
241.947494,295044053,1371,4,-8,0,4,-7,0,8,-4,5,-578,-12,4258,833,874,808,904,1079,1132,1064,1158,2327,872
241.948481,295045040,1370,4,-8,0,4,-7,-1,0,-10,-1,-605,-68,4248,837,878,799,897,1091,1132,1053,1154,2327,872
241.949467,295046026,1369,4,-8,0,5,-7,0,4,-8,-2,-605,-68,4248,844,883,791,888,1083,1145,1053,1149,2327,872
241.950454,295047013,1369,4,-8,0,5,-8,0,7,-10,-2,-582,-27,4264,848,877,794,884,1083,1128,1060,1163,2327,715
241.95144,295047999,1369,4,-8,0,4,-8,0,7,-6,6,-547,-7,4298,850,865,804,881,1091,1128,1053,1167,2327,715
241.952427,295048986,1368,4,-8,0,5,-8,0,2,-5,2,-538,0,4289,843,868,798,886,1083,1141,1049,1158,2327,715
241.953413,295049972,1368,4,-7,0,5,-7,0,6,-2,-4,-549,-51,4279,833,879,784,894,1099,1132,1053,1158,2327,715
241.9544,295050959,1367,4,-7,0,5,-7,0,9,-9,-5,-511,-54,4297,831,891,769,894,1095,1145,1053,1158,2327,715
241.955386,295051945,1366,4,-7,0,6,-6,0,7,-7,7,-513,-22,4304,828,894,763,895,1075,1141,1053,1141,2327,715
241.956373,295052932,1366,4,-7,0,5,-6,0,4,-6,4,-549,-13,4261,829,885,770,894,1095,1128,1045,1145,2327,715
241.95736,295053919,1366,4,-7,0,6,-6,0,4,-4,-4,-535,-53,4244,831,882,773,891,1091,1136,1042,1154,2327,715
241.958346,295054905,1365,4,-7,0,6,-6,1,8,-10,-6,-479,-58,4279,830,881,772,892,1091,1119,1053,1141,2327,715
241.959333,295055892,1365,4,-7,0,6,-6,1,10,-8,10,-497,-24,4272,833,879,772,891,1075,1128,1053,1136,2327,715
241.960319,295056878,1365,4,-7,0,6,-7,1,3,-3,5,-496,-35,4254,840,876,774,885,1079,1141,1042,1154,2327,715
241.961306,295057865,1365,4,-7,0,6,-7,1,4,-4,-7,-452,-88,4265,849,869,781,877,1091,1115,1053,1128,2327,715
241.962292,295058851,1365,4,-7,0,6,-7,1,8,-13,-6,-433,-69,4276,850,870,781,877,1083,1128,1042,1141,2327,715
241.963279,295059838,1365,4,-7,0,6,-7,1,9,-10,11,-433,-69,4276,846,871,780,882,1075,1128,1042,1154,2255,715
241.964266,295060825,1365,4,-7,0,6,-7,0,1,-2,4,-483,-40,4230,840,874,778,887,1087,1145,1034,1145,2255,715
241.965252,295061811,1364,4,-7,0,7,-6,0,6,0,-11,-464,-108,4213,833,881,770,888,1075,1132,1053,1149,2255,715
241.966239,295062798,1363,5,-6,0,6,-6,0,8,-12,-5,-391,-144,4238,828,877,767,884,1064,1128,1042,1154,2255,715
241.967225,295063784,1361,5,-6,0,6,-6,0,7,-9,12,-425,-86,4239,822,860,777,881,1068,1128,1042,1145,2255,715
241.968212,295064771,1360,5,-6,0,5,-7,0,-2,-4,1,-449,-52,4207,819,833,795,876,1083,1115,1045,1128,2255,715
241.969198,295065757,1358,5,-5,0,4,-7,-1,4,-1,-13,-417,-152,4218,810,821,802,878,1083,1136,1042,1145,2255,715
241.970185,295066744,1357,5,-5,0,4,-7,0,6,-11,-4,-378,-154,4240,801,827,792,882,1091,1128,1034,1132,2255,727
241.971172,295067731,1356,5,-5,0,4,-5,-1,7,-7,11,-433,-89,4221,791,848,769,888,1071,1115,1042,1145,2255,727
241.972158,295068717,1355,5,-5,0,4,-5,-1,0,-1,-1,-465,-86,4195,783,858,757,890,1087,1128,1031,1141,2255,727
241.973145,295069704,1354,5,-4,0,4,-5,-1,0,-3,-14,-423,-171,4216,786,841,771,880,1068,1111,1034,1119,2255,727
241.974131,295070690,1353,5,-4,0,3,-6,-2,3,-14,1,-398,-125,4232,788,816,793,873,1091,1115,1027,1141,2255,727
241.975118,295071677,1352,6,-4,0,2,-6,-1,6,-8,8,-432,-44,4190,788,804,800,868,1071,1111,1020,1141,2255,727
241.976105,295072664,1352,6,-4,0,2,-6,-2,1,0,-2,-465,-78,4158,785,813,790,869,1079,1119,1014,1145,2255,727
241.977094,295073653,1351,6,-4,0,3,-5,-2,0,0,-13,-497,-139,4139,785,827,775,866,1079,1099,1049,1115,2255,727
241.978078,295074637,1351,6,-4,0,3,-4,-2,4,-8,3,-522,-75,4125,781,838,764,868,1064,1115,1031,1124,2255,727
241.979064,295075623,1350,6,-3,0,3,-4,-1,5,-5,6,-501,-27,4101,773,844,755,874,1068,1095,1038,1119,2255,727
241.980051,295076610,1349,6,-3,0,2,-3,-1,0,-2,-1,-501,-27,4101,770,835,759,874,1064,1107,1034,1128,2255,727
241.981037,295077596,1348,6,-2,0,3,-4,-1,2,-1,-11,-463,-77,4113,777,824,766,864,1079,1107,1038,1132,2255,727
241.982024,295078583,1347,6,-2,0,3,-4,-1,7,-4,4,-498,-101,4094,790,825,761,849,1064,1103,1038,1115,2255,727
241.983011,295079570,1347,6,-2,0,3,-3,-1,2,-7,4,-518,-30,4064,790,826,757,847,1079,1107,1027,1119,2255,727
241.983999,295080558,1346,6,-2,0,3,-3,-1,0,-2,-1,-510,-21,4048,785,816,764,850,1064,1079,1024,1103,2196,727
241.984984,295081543,1346,6,-1,0,2,-3,0,2,1,-7,-514,-65,4048,781,805,773,854,1068,1111,1024,1124,2196,727
241.98597,295082529,1344,6,-1,0,2,-4,0,5,0,3,-509,-39,4008,781,792,780,851,1064,1091,1034,1136,2196,727
241.986957,295083516,1343,6,-1,0,2,-3,0,3,-4,2,-473,9,3974,777,791,775,849,1068,1087,1024,1111,2196,727
241.987943,295084502,1342,6,-1,0,3,-2,0,1,-4,1,-438,-35,3962,766,812,749,855,1053,1083,1020,1124,2196,727
241.98893,295085489,1341,6,0,0,3,-1,0,2,0,-3,-504,-69,3927,758,817,737,860,1060,1099,1020,1119,2196,727
241.989917,295086476,1340,6,0,0,3,-2,0,7,2,2,-512,-24,3886,764,809,742,851,1068,1107,1020,1124,2196,727
241.990903,295087462,1339,6,0,0,3,-2,0,3,-5,0,-512,-24,3886,779,799,748,835,1053,1075,1020,1111,2196,592
241.99189,295088449,1338,7,0,0,4,-2,0,4,-5,2,-473,9,3890,786,795,748,825,1064,1083,1010,1115,2196,592
241.992876,295089435,1337,7,0,0,4,-2,0,3,1,1,-477,-18,3898,784,801,736,822,1042,1079,1031,1107,2196,592
241.993863,295090422,1336,7,0,0,5,-2,0,8,4,-2,-523,-58,3877,778,799,731,822,1053,1068,1003,1103,2196,592
241.994849,295091408,1334,7,1,0,5,-2,0,5,-4,0,-511,-24,3857,775,794,731,821,1064,1079,1010,1107,2196,592
241.995836,295092395,1333,7,1,0,5,-1,1,6,-4,4,-456,-23,3870,766,803,717,826,1049,1079,1010,1115,2196,592
241.996825,295093384,1333,8,1,0,6,0,1,3,2,2,-519,-35,3857,760,808,708,830,1042,1091,1007,1099,2196,592
241.997809,295094368,1332,8,1,0,6,0,1,7,7,-3,-536,-36,3817,757,800,715,833,1045,1075,1003,1103,2196,592
241.998795,295095354,1332,8,1,0,6,0,1,4,-2,-1,-457,-30,3831,755,797,717,835,1042,1075,1000,1103,2196,592
