elapsed_s,time,rcCommand[3],setpoint[0],setpoint[1],setpoint[2],gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],vbatLatest,amperageLatest
243.290217,296386776,1000,0,1,0,1292,61,196,1325,56,186,120,-1542,2730,2047,1843,158,1103,52,285,343,1277,2264,1270
243.291204,296387763,1000,0,1,0,1305,62,195,1327,62,191,124,-1537,2750,2047,1832,158,1088,50,285,341,1279,2264,1270
243.29219,296388749,1000,0,1,0,1314,60,194,1326,59,200,171,-1626,2834,2047,1823,158,1077,51,285,336,1271,2264,1270
243.293177,296389736,1000,0,1,0,1324,59,194,1335,67,200,181,-1685,2879,2047,1805,158,1058,51,285,333,1261,2264,1270
243.294163,296390722,1000,0,1,0,1334,63,193,1350,71,184,167,-1623,2820,2047,1852,158,1105,51,285,328,1268,2264,1270
243.295152,296391711,1000,0,1,0,1345,62,189,1368,62,184,128,-1528,2809,2047,1880,158,1126,51,285,326,1268,2264,577
243.296137,296392696,1000,0,1,0,1355,62,188,1379,58,188,104,-1497,2870,2047,1880,158,1116,51,285,323,1277,2264,577
243.297123,296393682,1000,0,1,0,1364,62,189,1386,58,187,172,-1573,2938,2047,1887,158,1118,58,285,319,1255,2264,577
243.29811,296394669,1000,0,1,0,1374,63,189,1406,63,182,161,-1585,2945,2047,1888,158,1118,62,285,319,1285,2264,577
243.299096,296395655,1000,0,1,0,1384,66,186,1423,71,179,86,-1433,2929,2047,1933,158,1158,62,285,314,1255,2264,577
243.300083,296396642,1000,0,1,0,1395,66,184,1426,72,173,106,-1307,2942,2047,1949,158,1165,66,285,305,1271,2264,577
243.301069,296397628,1000,0,1,0,1408,66,182,1428,69,177,125,-1356,2965,2047,1937,158,1143,70,285,309,1288,2264,577
243.302056,296398615,1000,0,1,0,1420,68,180,1433,74,184,83,-1366,2946,2047,1955,158,1151,75,285,308,1285,2264,577
243.303043,296399602,1000,0,1,0,1432,69,176,1441,77,179,86,-1280,2887,2047,1987,158,1169,80,285,297,1288,2264,577
243.304029,296400588,1000,0,1,0,1441,72,176,1453,79,173,114,-1224,2864,2047,2026,158,1196,87,285,300,1285,2264,577
243.305016,296401575,1000,0,1,0,1450,77,176,1469,77,171,145,-1212,2910,2013,2047,158,1227,99,285,298,1288,2264,577
243.306002,296402561,1000,0,1,0,1458,79,174,1483,81,169,145,-1212,2910,1982,2047,158,1234,106,285,295,1296,2264,577
243.306989,296403548,1000,0,1,0,1467,82,173,1495,87,163,174,-1210,2893,1958,2047,158,1237,111,285,288,1336,2264,577
243.307976,296404535,1000,0,1,0,1476,81,169,1511,84,158,173,-1194,2841,1971,2047,158,1220,124,285,286,1354,2269,577
243.308962,296405521,1000,0,1,0,1487,81,166,1521,85,153,122,-1140,2806,1994,2047,158,1194,134,285,287,1322,2269,577
243.309949,296406508,1000,0,1,0,1500,84,161,1527,85,146,165,-1131,2777,1975,2047,158,1184,148,285,285,1322,2269,577
243.310935,296407494,1000,0,1,0,1513,86,157,1534,86,154,182,-1190,2731,1946,2047,158,1177,153,285,280,1322,2269,577
243.311922,296408481,1000,0,1,0,1525,89,154,1541,94,156,134,-1188,2663,1907,2047,158,1176,174,285,278,1339,2269,577
243.312908,296409467,1000,0,1,0,1536,91,148,1550,100,135,152,-1148,2611,1874,2047,158,1170,177,285,277,1364,2269,577
243.313895,296410454,1000,0,1,0,1547,93,141,1565,100,119,160,-1146,2618,1847,2047,158,1152,241,285,274,1339,2269,577
243.314882,296411441,1000,0,1,0,1557,95,136,1580,101,121,76,-1165,2671,1811,2047,158,1140,250,285,269,1336,2269,865
